Brand,Year,Model,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Toyota,2019,Landcruiser,2019 ToyotaandcruiserC200 Sahara (4X4),USED,Automatic,4WD,Diesel,9.5,71914,Black / Black,"Hillcrest, SA",8,SUV,4,7,117880
Volkswagen,2022,T-ROC,2022 Volkswagen T-ROC 140TSI R-Line (restricted Ftr),USED,Automatic,AWD,Premium,7.3,6223,Black / Soul Black/Flint Grey,"Launceston, TAS",4,SUV,4,5,48990
Hyundai,2012,I30,2012 Hyundai I30 Elite 1.6 Crdi,USED,Automatic,Front,Diesel,5.6,213233,Silver,"Bentley, WA",4,Hatchback,5,5,12999
Porsche,2014,Boxster,2014 Porsche Boxster S,USED,Automatic,Rear,Premium,8,3500,White,"Fullarton, SA",6,Convertible,2,2,119990
Toyota,2012,Landcruiser,2012 Toyotaandcruiser Workmate (4X4),USED,Manual,4WD,Diesel,11.9,155410,White,"Mount Barker, SA",8,Ute / Tray,4,5,67990
Nissan,2019,X-Trail,2019 Nissan X-Trail ST 7 Seat (2WD),USED,Automatic,Front,Unleaded,8.1,81472,White / Cloth,"Devonport, TAS",4,SUV,4,7,27990
Toyota,2017,Camry,2017 Toyota Camry RZ S.e.,USED,Automatic,Front,Unleaded,7.8,48283,White / Grey,"Maddington, WA",4,Sedan,4,5,29990
Subaru,2015,Outback,2015 Subaru Outback 2.0D,USED,Automatic,AWD,Diesel,6.3,128030,White / Black,"Prospect, SA",4,SUV,4,5,24880
Kia,2022,Stonic,2022 Kia Stonic Sport,USED,Automatic,Front,Unleaded,6.7,40872,Grey / Black,"Launceston, TAS",4,SUV,4,5,28990
Holden,2011,Calais,2011 Holden Calais V,USED,Automatic,Rear,Premium,14.6,149305,White / Black,"Gawler South, SA",8,Sedan,4,5,23990
Toyota,2019,Camry,2019 Toyota Camry Ascent Sport,USED,Automatic,Front,Unleaded,8.3,60727,White / Black Fabric,"Maddington, WA",4,Sedan,4,5,29300
Mercedes-Benz,2009,CLC200,2009 Mercedes-Benz CLC200 Kompressor,USED,Automatic,Rear,Premium,9,116375,Silver,"Windsor Gardens, SA",4,Coupe,2,4,13990
Skoda,2019,Kodiaq,2019 Skoda Kodiaq 132 TSI (4X4),USED,Automatic,4WD,Premium,7.6,50044,White / Black,"Launceston, TAS",4,SUV,4,7,41990
Jaguar,2016,XE,2016 Jaguar XE 20T Prestige,USED,Automatic,Rear,Premium,7.5,31006,White / Black,"Maddington, WA",4,Sedan,4,5,36990
Mitsubishi,2019,ASX,2019 Mitsubishi ASX ES (2WD),USED,Automatic,Front,Unleaded,7.6,89354,Blue / Black,"Gawler South, SA",4,SUV,4,5,22990
Volkswagen,2017,Amarok,2017 Volkswagen Amarok V6 TDI 550 Highline,USED,Automatic,4WD,Diesel,7.8,140200,White,"Launceston, TAS",6,Ute / Tray,4,5,38990
Nissan,2019,X-Trail,2019 Nissan X-Trail ST (2WD),USED,Automatic,Front,Unleaded,7.9,82993,White,"Ingle Farm, SA",4,SUV,4,5,25895
Mazda,2016,CX-5,2016 Mazda CX-5 Maxx (4X2),USED,Automatic,Front,Unleaded,6.4,65615,Silver / Black,"Hillcrest, SA",4,SUV,4,5,30880
Mazda,2018,CX-5,2018 Mazda CX-5 Maxx (4X2),USED,Automatic,Front,Unleaded,6.9,60640,Red / Black,"Palmyra, WA",4,SUV,4,5,30990
Ford,2019,Ranger,2019 Ford Ranger Raptor 2.0 (4X4),USED,Automatic,4WD,Diesel,8.2,53009,Black,"Warrnambool, VIC",4,Ute / Tray,4,5,69990
Ford,2009,Falcon,2009 Ford Falcon G6,USED,Automatic,Rear,Unleaded,10.5,230123,Burgundy,"Windsor Gardens, SA",6,Sedan,4,5,8990
HSV,2010,GTS,2010 HSV GTS,USED,Manual,Rear,Premium,15.2,104191,Red,"Maddington, WA",8,Sedan,4,5,63878
Holden,2018,Commodore,2018 Holden Commodore RS,USED,Automatic,Front,Premium,7.6,80521,Silver / Black,"Gawler South, SA",4,Hatchback,5,5,23990
Holden,2018,Trax,2018 Holden TraxS,USED,Automatic,Front,Unleaded,6.7,120286,White / Black,"Devonport, TAS",4,SUV,4,5,16990
Hyundai,2021,Kona,2021 Hyundai Kona Active (fwd),USED,Automatic,Front,Unleaded,6.2,56112,White / Black,"Hillcrest, SA",4,SUV,4,5,28880
Toyota,2011,FJ,2011 Toyota FJ Cruiser,USED,Automatic,4WD,Premium,11.4,171236,Blue,"Cannington, WA",6,SUV,4,5,36998
Suzuki,2021,Swift,2021 Suzuki Swift GL Navigator,USED,Automatic,Front,Unleaded,-,3062,Black / Black,"Para Hills West, SA",-,Hatchback,,,25888
Isuzu,2021,D-MAX,2021 Isuzu D-MAX X-Terrain (4X4),USED,Automatic,4WD,Diesel,8,25145,Orange / Black,"Devonport, TAS",4,Ute / Tray,4,5,67990
Holden,2012,Captiva,2012 Holden Captiva 7X (4X4),USED,Automatic,AWD,Unleaded,11.3,204867,-,"Blair Athol, SA",6,SUV,4,7,7999
Porsche,2015,Panamera,2015 Porsche Panamera Diesel,USED,Automatic,Rear,Diesel,6.4,58549,Black / Standard Trim,"Maddington, WA",6,Sedan,4,4,129888
Suzuki,2022,S-Cross,2022 Suzuki S-Cross Allgrip Prestige,USED,Automatic,AWD,Premium,6.2,6551,Black / Black,"Devonport, TAS",4,SUV,4,5,43990
Mazda,2019,CX-5,2019 Mazda CX-5 Maxx Sport (4X4),USED,Automatic,AWD,Unleaded,7.5,55095,White / Black,"Prospect, SA",4,SUV,4,5,34880
Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,Front,Unleaded,7.2,80254,White,"Victoria Park, WA",4,SUV,4,7,28977
Toyota,2018,RAV4,2018 Toyota RAV4 GX (2WD),USED,Automatic,Front,Unleaded,7,34800,White / Black,"Gawler South, SA",4,SUV,4,5,32990
Suzuki,2019,Baleno,2019 Suzuki Baleno GL,USED,Automatic,Front,Unleaded,5.4,92297,Silver,"Youngtown, TAS",4,Hatchback,4,5,16990
Renault,2022,Captur,2022 Renault Captur Intens,DEMO,Automatic,Front,Premium,6.6,2165,Red,"Nailsworth, SA",4,SUV,4,4,39990
Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander Black Edition 7 Seat (2WD),USED,Automatic,Front,Unleaded,7.2,53693,Red,"Victoria Park, WA",4,SUV,4,7,35999
Mazda,2006,3,2006 Mazda 3 SP23,USED,Manual,Front,Unleaded,8.6,133205,Black,"Invermay, TAS",4,Sedan,4,5,6990
Nissan,2010,X-Trail,2010 Nissan X-Trail TS (4X4),USED,Automatic,4WD,Diesel,8.1,173234,Silver,"Enfield, SA",4,SUV,4,5,16490
Jeep,2015,Grand,2015 Jeep Grand Cherokeeimited (4X4),USED,Automatic,4WD,Diesel,7.5,150276,Grey / Black,"Attadale, WA",6,SUV,4,5,25965
BMW,2018,120I,2018 BMW 120I M-Sport,USED,Automatic,Rear,Premium,5.9,34452,-,"Nailsworth, SA",4,Hatchback,5,5,33990
Suzuki,2022,Jimny,2022 Suzuki Jimnyite,USED,Manual,4WD,Unleaded,6.4,14085,White / Black,"Launceston, TAS",4,SUV,2,4,34990
Ford,2020,Ranger,2020 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,Rear,Diesel,7.8,155784,White / Black,"Welshpool, WA",4,Ute / Tray,4,4,25980
Nissan,2017,Navara,2017 Nissan Navara ST (4X4),USED,Automatic,4WD,Diesel,7,75852,Silver / Cloth,"Bridgewater, SA",4,Ute / Tray,4,5,38990
Ford,2019,Focus,2019 Ford Focus Trend,USED,Automatic,Front,Unleaded,6.4,61067,White,"Victoria Park, WA",3,Hatchback,5,5,22999
Ford,2016,Ranger,2016 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,4WD,Diesel,9,62286,Silver / Black,"Devonport, TAS",5,Ute / Tray,4,5,48990
Toyota,2017,Hilux,2017 Toyota Hilux Workmate,USED,Manual,Rear,Unleaded,11.1,126646,White / Grey,"Hillcrest, SA",4,Ute / Tray,2,2,22880
Jeep,2016,Grand,2016 Jeep Grand Cherokeeimited (4X4),USED,Automatic,4WD,Diesel,7.5,124359,White / Greyeather,"East Bunbury, WA",6,SUV,4,5,29990
Ford,2021,Puma,2021 Ford Puma,USED,Automatic,Front,Premium,5.3,45214,Red / Black,"Clare, SA",3,SUV,5,5,26990
Porsche,2014,Macan,2014 Porsche Macan S Diesel,USED,Automatic,AWD,Diesel,6.1,142300,White / Blackeather,"Loxton, SA",6,SUV,4,5,46990
Nissan,2018,Juke,2018 Nissan Juke TI-S (awd),USED,Automatic,AWD,Premium,6.5,30924,Yellow,"Rockingham, WA",4,SUV,4,5,26999
Jeep,2008,Commander,2008 Jeep Commander,USED,Automatic,4WD,Premium,15.5,207527,Silver / Grey,"Victoria Park, WA",8,SUV,4,7,9985
Nissan,2014,X-Trail,2014 Nissan X-Trail ST-L (fwd),USED,Automatic,Front,Unleaded,7.9,176895,White,"Enfield, SA",4,SUV,4,5,17990
Hyundai,2016,Santa,2016 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,AWD,Diesel,7.8,155823,Red / Black,"Pialba, QLD",4,SUV,4,7,35990
Mitsubishi,2019,Outlander,2019 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,Front,Unleaded,6.8,91842,White,"Bentley, WA",4,SUV,4,7,26988
Toyota,2015,Hilux,2015 Toyota Hilux SR (4X4),USED,Manual,4WD,Diesel,8.3,295000,White / Black,"Prospect, SA",4,Ute / Tray,4,5,24990
Toyota,2020,Landcruiser,2020 Toyotaandcruiser Prado GXL (4X4),USED,Automatic,4WD,Diesel,8,63000,Brown,"Rockingham, WA",4,SUV,4,7,76999
Hyundai,2020,Kona,2020 Hyundai Kona Highlander S.roof (awd),USED,Automatic,AWD,Unleaded,6.7,25000,Blue / Black,"Pialba, QLD",4,SUV,4,5,34990
MG,2023,ZST,2023 MG ZST Excite,NEW,Automatic,Front,-,7.3,20,White,"Hampstead Gardens, SA",3,SUV,5,5,32990
Hyundai,2021,Santa,2021 Hyundai Santa FE Crdi (awd),USED,Automatic,AWD,Diesel,6.1,45360,White,"Rockingham, WA",4,SUV,4,7,44999
Toyota,2018,Camry,2018 Toyota Camry SX V6,USED,Automatic,Front,Unleaded,8.9,46715,Blue,"Bundaberg West, QLD",6,Sedan,4,5,36265
Mitsubishi,2018,Eclipse,2018 Mitsubishi Eclipse Cross Exceed (awd),USED,Automatic,AWD,Unleaded,7.7,82858,Blue,"Bundaberg West, QLD",4,SUV,4,5,29910
Toyota,2014,Landcruiser,2014 Toyotaandcruiser Prado GX (4X4),USED,Automatic,4WD,Diesel,8.5,118041,White,"Bunbury, WA",4,SUV,4,5,40990
Hyundai,2012,I45,2012 Hyundai I45 Active,USED,Automatic,Front,Unleaded,7.9,327430,-,"Blair Athol, SA",4,Sedan,4,5,7999
Holden,2014,Calais,2014 Holden Calais V,USED,Automatic,Rear,Premium,14.6,51008,White,"Bunbury, WA",8,Sedan,4,5,42990
Toyota,2018,Landcruiser,2018 Toyotaandcruiser Prado GXL (4X4),USED,Automatic,4WD,Diesel,8,180901,White,"Kensington, QLD",4,SUV,4,7,52990
Isuzu,2020,MU-X,2020 Isuzu MU-XS-U (4X4),USED,Automatic,4WD,Diesel,7.9,38444,White / Black,"Rockingham, WA",4,SUV,4,7,57885
Subaru,2018,XV,2018 Subaru XV 2.0I-S,USED,Automatic,AWD,Unleaded,7,144081,White,"West Gladstone, QLD",4,SUV,4,5,29990
Mazda,2015,3,2015 Mazda 3 SP25,USED,Manual,Front,Unleaded,6.5,92532,White,"Bundaberg West, QLD",4,Sedan,4,5,18580
Mazda,2014,CX-5,2014 Mazda CX-5 KE Series 2 Maxx Sport Wagon 5dr SKYACTIV-Drive 6sp AWD 2.5i,USED,Automatic,Other,-,-,201000,Blue / 2014/02,"Morley, WA",-,Wagon,,,16499
Hyundai,2016,I30,2016 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.3,37620,Silver,"Bentley, WA",4,Hatchback,5,5,21947
Toyota,2017,Hilux,2017 Toyota Hilux SR (4X4),USED,Manual,4WD,Diesel,7.6,45107,White / Black,"Gawler South, SA",4,Ute / Tray,4,5,49990
Holden,2017,Trailblazer,2017 Holden TrailblazerTZ (4X4),USED,Automatic,4WD,Diesel,8.6,85873,Red / Black,"Mount Gambier, SA",4,SUV,4,7,35880
Suzuki,2021,Jimny,2021 Suzuki Jimnyite,USED,Manual,4WD,Unleaded,6.4,14500,Grey,"Osborne Park, WA",4,SUV,2,4,38990
Subaru,2022,WRX,2022 Subaru WRX TS (awd),USED,Automatic,AWD,Premium,8.5,5204,White / Black,"West Gladstone, QLD",4,Wagon,4,5,56990
Hyundai,2017,I30,2017 Hyundai I30 SR,USED,Automatic,Front,Unleaded,7.5,93652,Red,"Kensington, QLD",4,Hatchback,4,5,24990
Honda,2017,Civic,2017 Honda Civic Type R,USED,Manual,Front,Premium,8.8,49860,White,"Valley View, SA",4,Hatchback,5,4,52900
Subaru,2020,Outback,2020 Subaru Outback 2.5I AWD,USED,Automatic,AWD,Unleaded,7.3,24869,White,"Victoria Park, WA",4,SUV,4,5,37999
Toyota,2009,RAV4,2009 Toyota RAV4 CV (4X4),USED,Manual,Other,-,-,166000,Black,"Gepps Cross, SA",4,Wagon,4,,14990
Jeep,2022,Grand,2022 Jeep Grand Cherokee Night Eagle 5 Seat (4X4),NEW,Automatic,4WD,-,9.9,35,White,"Kensington, QLD",6,SUV,4,5,76990
Nissan,2009,Navara,2009 Nissan Navara ST-X (4X4),USED,Manual,4WD,Diesel,9.8,227457,White,"Bentley, WA",4,Ute / Tray,4,5,14990
Toyota,2019,Landcruiser,2019 Toyotaandcruiser Prado GXL (4X4),USED,Automatic,4WD,Diesel,8,50849,White,"Rockingham, WA",4,SUV,4,7,68999
Jeep,2023,Compass,2023 Jeep Compassimited,NEW,Automatic,4WD,Unleaded,9.7,5,-,"Salisbury Park, SA",4,SUV,4,5,51600
Hyundai,2017,Santa,2017 Hyundai Santa FE Active (4X4),USED,Automatic,AWD,Unleaded,9.4,111729,Silver,"Bundaberg West, QLD",4,SUV,4,7,24760
Nissan,2011,Navara,2011 Nissan Navara ST (4X4),USED,Automatic,4WD,Diesel,10.5,260857,Silver,"Bentley, WA",4,Ute / Tray,4,5,16999
Toyota,2021,RAV4,2021 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,AWD,Hybrid,4.8,22658,Blue / Beige,"Prospect, SA",4,SUV,5,5,58880
Toyota,2006,Landcruiser,2006 Toyotaandcruiser GXL (4X4),USED,Automatic,4WD,Unleaded,16.4,365219,Silver,"Bundaberg North, QLD",8,SUV,4,8,24990
Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,Front,Unleaded,7.2,55365,Blue / Black,"Prospect, SA",4,SUV,4,5,26880
Mitsubishi,2016,ASX,2016 Mitsubishi ASXS (2WD),USED,Automatic,Front,Unleaded,7.4,94320,Grey,"Victoria Park, WA",4,SUV,4,5,22990
Toyota,2010,Hilux,2010 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,9.5,220000,White,"Gepps Cross, SA",4,Ute / Tray,4,5,28990
Toyota,2007,Landcruiser,2007 Toyotaandcruiser Sahara (4X4),USED,Automatic,4WD,Diesel,10.3,179950,White,"Bundaberg North, QLD",8,SUV,4,8,64490
Honda,2016,HR-V,2016 Honda HR-V VTI-S,USED,Automatic,Front,Unleaded,6.9,62843,Grey,"Valley View, SA",4,SUV,4,5,24900
Subaru,2016,XV,2016 Subaru XV 2.0I-L,USED,Automatic,AWD,Unleaded,7.1,117370,Blue,"Bentley, WA",4,SUV,4,5,23990
Mitsubishi,2021,Eclipse,2021 Mitsubishi Eclipse Cross Exceed (2WD),USED,Automatic,Front,Unleaded,7.3,19552,Grey / Black,"Mount Gambier, SA",4,SUV,4,5,39990
Mitsubishi,2004,Verada,2004 Mitsubishi Verada Gtvi AWD,USED,Automatic,AWD,Unleaded,11.5,152093,White,"Enfield, SA",6,Sedan,4,5,8990
Nissan,2021,Qashqai,2021 Nissan Qashqai TI,USED,Automatic,Front,Unleaded,6.9,24781,Blue,"Victoria Park, WA",4,SUV,4,5,35999
Mazda,2015,CX-5,2015 Mazda CX-5 Maxx Sport (4X4),USED,Automatic,AWD,Unleaded,7.4,80141,White / Black,"Victoria Park, WA",4,SUV,4,5,24990
Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,22754,White / Black,"Mount Gambier, SA",4,Hatchback,4,5,24880
Toyota,2018,Hilux,2018 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,8.5,149433,White,"Gulfview Heights, SA",4,Ute / Tray,4,5,39750
Dodge,2008,Nitro,2008 Dodge Nitro KA MY07 SXT Wagon 4dr Auto 4sp 4WD 3.7i,USED,Automatic,Other,-,-,193853,Black,"Victoria Park, WA",-,Wagon,,,9980
Kia,2019,Sportage,2019 Kia Sportage GT-Line (awd),USED,Automatic,AWD,Diesel,6.4,27984,Red / Black,"Prospect, SA",4,SUV,4,5,39880
Toyota,2019,Landcruiser,2019 Toyotaandcruiser Prado GXL (4X4),USED,Automatic,4WD,Diesel,8,107103,Grey / Black,"Rockingham, WA",4,SUV,4,7,59990
Mercedes-Benz,2020,C300,2020 Mercedes-Benz C300,USED,Automatic,Rear,Unleaded,7.2,54778,Black / Black,"Mount Gambier, SA",4,Wagon,4,5,68880
Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,Front,Unleaded,7.2,50811,Silver,"Bentley, WA",4,SUV,4,7,31977
MG,2020,HS,2020 MG HS Excite,USED,Automatic,Front,Unleaded,7.3,28300,White / Blackeather,"Prospect, SA",4,SUV,4,5,24955
Nissan,2021,Navara,2021 Nissan Navara PRO-4X Warrior (4X4),USED,Automatic,4WD,Diesel,8.1,43275,Grey / Black,"Mount Gambier, SA",4,Ute / Tray,4,5,68880
Hyundai,2011,I20,2011 Hyundai I20 PB Active Hatchback 5dr Auto 4sp 1.4i,USED,Automatic,Other,-,-,133269,Silver,"Victoria Park, WA",-,Hatchback,,,10480
Toyota,2012,Camry,2012 Toyota Camry Altise,USED,Automatic,Front,Unleaded,7.8,183775,Red,"Blair Athol, SA",4,Sedan,4,5,13990
Kia,2020,Cerato,2020 Kia Cerato S,USED,Automatic,Front,Unleaded,7.4,65197,Grey / Black,"Morley, WA",4,Sedan,4,5,21490
Holden,2010,Barina,2010 Holden Barina Spark CD,USED,Manual,Front,Unleaded,5.6,146109,Green,"Kensington, QLD",4,Hatchback,5,5,9990
Mercedes-Benz,2015,GLA250,2015 Mercedes-Benz GLA250 4Matic,USED,Automatic,AWD,Premium,7,99701,White / Grey,"Myaree, WA",4,SUV,4,5,31990
Hyundai,2019,Elantra,2019 Hyundai Elantra GO Smartsense,USED,Automatic,Front,Unleaded,7.2,53622,Red,"Gladstone, QLD",4,Sedan,4,5,23990
Kia,2019,Cerato,2019 Kia Cerato S,USED,Automatic,Front,Unleaded,7.4,50974,Silver,"Bentley, WA",4,Sedan,4,5,22980
Isuzu,2016,D-MAX,2016 Isuzu D-MAXS-M HI-Ride (4X4),USED,Automatic,4WD,Diesel,8.1,144528,Silver,"Kensington, QLD",4,Ute / Tray,4,5,39990
Ford,2016,Focus,2016 Ford Focus Trend,USED,Automatic,Front,Unleaded,6.2,60549,Red,"Bibraake, WA",4,Hatchback,5,5,15888
Honda,2018,Civic,2018 Honda Civic VTI-L,USED,Automatic,Front,Unleaded,6.1,73264,White,"Bentley, WA",4,Hatchback,5,5,28982
Volkswagen,2017,Tiguan,2017 Volkswagen Tiguan 140 TDI Highline,USED,Automatic,AWD,Diesel,5.9,60497,White / Black,"Mount Gambier, SA",4,SUV,4,5,41880
Nissan,2012,Navara,2012 Nissan Navara RX (4X2),USED,Manual,Rear,Diesel,9.8,255087,White,"Bentley, WA",4,Ute / Tray,4,5,9999
Mazda,2019,2,2019 Mazda 2 Maxx (5YR),USED,Automatic,Front,Unleaded,4.9,15750,Grey / Black,"North Hobart, TAS",4,Sedan,4,5,21990
Holden,2016,Colorado,2016 Holden ColoradoS (4X4),USED,Automatic,4WD,Diesel,9.1,140785,White,"Osborne Park, WA",4,Ute / Tray,4,5,21990
Holden,2018,Trailblazer,2018 Holden TrailblazerT (4X4),USED,Automatic,4WD,Diesel,8.6,95112,White,"Gawler South, SA",4,SUV,4,7,31850
Mazda,2018,BT-50,2018 Mazda BT-50 XT (4X4),USED,Automatic,4WD,Diesel,10,143775,Silver,"Cannington, WA",5,Ute / Tray,4,5,30998
Toyota,2011,Rav,2011 Toyota Rav 4,USED,Manual,Front,Unleaded,-,198311,Grey,"Glenorchy, TAS",-,SUV,,,11990
Honda,2019,CR-V,2019 Honda CR-V VTI-S (2WD),USED,Automatic,Front,Unleaded,7.3,40731,White,"Bentley, WA",4,SUV,4,5,34996
Volvo,2017,XC60,2017 Volvo XC60 D5 R-Design,USED,Automatic,AWD,Diesel,5.6,80770,Blue / Black,"Totness, SA",4,SUV,4,5,51888
Mini,2013,Countryman,2013 Mini Countryman Cooper S,USED,Automatic,Front,Premium,7.5,79953,Blue,"Bentley, WA",4,SUV,4,4,26982
Suzuki,2022,Baleno,2022 Suzuki Baleno GL,USED,Automatic,Front,Unleaded,5.4,31626,Red / Black,"Hobart, TAS",4,Hatchback,4,5,19990
Toyota,2020,Hilux,2020 Toyota Hilux SR (4X4),USED,Manual,4WD,Diesel,7.4,21102,White,"Welshpool, WA",4,Ute / Tray,4,5,57999
Nissan,2018,Qashqai,2018 Nissan Qashqai ST-L,USED,Automatic,Front,Unleaded,6.9,35873,White,"Nailsworth, SA",4,SUV,4,5,29933
Toyota,2018,RAV4,2018 Toyota RAV4 GXL (4X4),USED,Automatic,AWD,Unleaded,8.5,26900,Silver / Black,"North Hobart, TAS",4,SUV,4,5,35990
Nissan,2012,Micra,2012 Nissan Micra,USED,Automatic,Other,Unleaded,-,119534,Orange,"Harvey, WA",-,Hatchback,,,10990
Toyota,2020,Hilux,2020 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,8.5,83782,White / Black,"Gawler South, SA",4,Ute / Tray,4,5,49990
Toyota,2009,Prius,2009 Toyota Prius Hybrid,USED,Automatic,Front,Hybrid,3.9,113997,White,"Rockingham, WA",4,Hatchback,5,5,16990
Honda,2022,Civic,2022 Honda Civic VTI-LX,DEMO,Automatic,Front,Unleaded,6.3,5864,Grey / Grey,"Hobart, TAS",4,Hatchback,4,5,44888
Holden,2019,Colorado,2019 Holden ColoradoS (4X4),USED,Automatic,4WD,Diesel,8.6,94279,White / Black,"Gawler South, SA",4,Ute / Tray,4,5,37980
Mazda,2015,CX-5,2015 Mazda CX-5 Maxx Sport (4X4),USED,Automatic,AWD,Unleaded,7.4,58518,Red,"Victoria Park, WA",4,SUV,4,5,27999
Toyota,2018,Hilux,2018 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,9,194945,White / Grey,"Kenwick, WA",4,Ute / Tray,2,2,39795
Hyundai,2018,Accent,2018 Hyundai Accent Sport,USED,Automatic,Front,Unleaded,6.6,152362,Blue / Grey,"Moonah, TAS",4,Hatchback,5,5,14950
BMW,2022,IX,2022 BMW IX Xdrive40 Sport,USED,Automatic,AWD,Electric,0,5740,-,"Medindie, SA",0,SUV,4,5,126888
MG,2020,ZST,2020 MG ZST Excite,USED,Automatic,Front,Unleaded,7.3,29146,Red / Black,"Victoria Park, WA",3,SUV,5,5,25999
Hyundai,2015,Elantra,2015 Hyundai Elantra Active,USED,Automatic,Front,Unleaded,7.1,131038,White,"Morley, WA",4,Sedan,4,5,15950
Holden,2016,Commodore,2016 Holden Commodore SV6 Reserve Edition,USED,Automatic,Rear,Unleaded,9.5,81528,White / Black,"Derwent Park, TAS",6,Sedan,4,5,31990
Toyota,2018,Kluger,2018 Toyota Kluger GX (4X2),USED,Automatic,Front,Unleaded,9.1,68446,Grey / Blue,"Para Hills West, SA",6,SUV,4,7,40888
Isuzu,2017,MU-X,2017 Isuzu MU-XS-T (4X2),USED,Automatic,Front,Diesel,8.1,137633,White,"Bentley, WA",4,SUV,4,7,33988
Suzuki,2022,Vitara,2022 Suzuki Vitara 1.6L,USED,Automatic,Front,Unleaded,6.2,40,Silver / Black,"West Gladstone, QLD",4,SUV,4,5,33990
Toyota,2014,Camry,2014 Toyota Camry RZ S.e.,USED,Automatic,Front,Unleaded,7.8,105000,Red,"North Hobart, TAS",4,Sedan,4,5,19990
Hyundai,2019,I30,2019 Hyundai I30 Nine Premium,USED,Automatic,Front,Unleaded,7.1,32925,Black,"Bentley, WA",4,Hatchback,4,5,32969
Subaru,2011,Forester,2011 Subaru Forester 2.0D,USED,Manual,AWD,Diesel,6.4,181667,Blue,"Blair Athol, SA",4,SUV,4,5,11999
GWM,2012,X200,2012 GWM X200 K2 Wagon 4dr Auto 5sp 4WD 2.0DT,USED,Automatic,Other,Diesel,-,205000,Silver,"Hamilton Hill, WA",-,Wagon,,,8990
Toyota,2016,Yaris,2016 Toyota Yaris Ascent,USED,Automatic,Front,Unleaded,6.3,28500,White / Black,"North Hobart, TAS",4,Hatchback,5,5,18500
Honda,2023,CR-V,2023 Honda CR-V VTIX (awd) 5,USED,Automatic,AWD,Unleaded,7.4,5213,Red,"Osborne Park, WA",4,SUV,4,5,47990
Nissan,2018,X-Trail,2018 Nissan X-Trail ST-L (4WD),USED,Automatic,4WD,Unleaded,8.3,86598,White / Black,"Pooraka, SA",4,SUV,4,5,28990
Mitsubishi,2020,Eclipse,2020 Mitsubishi Eclipse Cross ES (2WD),USED,Automatic,Front,Unleaded,7.3,54001,Grey,"Victoria Park, WA",4,SUV,4,5,27999
Toyota,2016,Corolla,2016 Toyota Corolla ZR,USED,Automatic,Front,Unleaded,6.6,98000,Grey,"North Hobart, TAS",4,Sedan,4,5,21990
Toyota,2006,Camry,2006 Toyota Camry Altise,USED,Automatic,Front,Unleaded,9.8,170018,Gold,"Gepps Cross, SA",4,Sedan,4,5,7490
Hyundai,2017,Tucson,2017 Hyundai Tucson Active X 2WD,USED,Automatic,Front,Unleaded,-,114607,Grey,"Victoria Park, WA",-,Wagon,,,25999
Mazda,2017,3,2017 Mazda 3 Maxx,USED,Automatic,Front,Unleaded,5.8,74100,White,"Blair Athol, SA",4,Hatchback,5,5,21999
Mitsubishi,2020,ASX,2020 Mitsubishi ASX ES Adas ( 2WD),USED,Automatic,Front,Unleaded,7.6,48501,White / Black,"Murray Bridge, SA",4,SUV,4,5,31990
Kia,2016,Sportage,2016 Kia Sportage SI (fwd),USED,Automatic,Front,Unleaded,7.9,90301,Blue / Black,"Bibraake, WA",4,SUV,4,5,24888
MG,2022,ZST,2022 MG ZST Excite,DEMO,Automatic,Front,Unleaded,7.3,21,Silver,"Salisbury Park, SA",3,SUV,5,5,29888
Suzuki,2022,Jimny,2022 Suzuki Jimnyite,USED,Manual,4WD,Unleaded,6.4,15234,White / Black,"Derwent Park, TAS",4,SUV,2,4,34990
Mitsubishi,2021,ASX,2021 Mitsubishi ASXS (2WD),USED,Automatic,Front,Unleaded,7.6,64125,White / Black,"Morley, WA",4,SUV,4,5,27888
Toyota,2021,RAV4,2021 Toyota RAV4 GX (2WD),USED,Automatic,Front,Unleaded,6.5,43265,White,"Murray Bridge, SA",4,SUV,5,5,38775
Toyota,2014,Hiace,2014 Toyota HiaceWB,USED,Automatic,Rear,Diesel,8,101711,White,"West Gladstone, QLD",4,Commercial,4,2,33990
