Brand,Year,Model,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Toyota,2006,Hilux,2006 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,9.5,520991,Gold,"Eastern Creek, NSW",4,Ute / Tray,4,5,14900
Toyota,2023,Yaris,2023 Toyota Yaris SX Hybrid,USED,Automatic,Front,Hybrid,3.3,27,White / 3Lfc20,"North Wollongong, NSW",3,Hatchback,5,5,39990
Mercedes-Benz,2020,C300,2020 Mercedes-Benz C300,USED,Automatic,Rear,Unleaded,7,47938,Black / Black,"Sylvania, NSW",4,Sedan,4,5,69988
Hyundai,2010,IX35,2010 Hyundai IX35 Highlander (awd),USED,Automatic,AWD,Diesel,7.5,165875,Blue,"Cardiff, NSW",4,SUV,4,5,11513
Mitsubishi,2021,ASX,2021 Mitsubishi ASXS (2WD),USED,Automatic,Front,Unleaded,7.6,63960,Silver / Black,"Fyshwick, ACT",4,SUV,4,5,26888
Mercedes-Benz,2018,E300,2018 Mercedes-Benz E300,USED,Automatic,Rear,Premium,7.1,51816,Black / Black,"Chatswood, NSW",4,Coupe,2,4,71800
Volkswagen,2002,Transporter,2002 Volkswagen Transporter (LWB),USED,Manual,Front,Unleaded,13.4,265616,Silver,"Thornleigh, NSW",5,Commercial,2,2,39990
Mazda,2016,BT-50,2016 Mazda BT-50 GT (4X4),USED,Automatic,4WD,Diesel,9.2,193346,White,"Cardiff, NSW",5,Ute / Tray,4,5,27913
Kia,2022,Stonic,2022 Kia Stonic S,USED,Automatic,Front,Unleaded,6.7,13017,Blue,"Rutherford, NSW",4,SUV,4,5,22885
Toyota,2019,Landcruiser,2019 Toyotaandcruiser Prado Kakadu (4X4),USED,Automatic,4WD,Diesel,8,40418,Grey / 42Lh22,"North Wollongong, NSW",4,SUV,4,7,79490
Volkswagen,2014,Golf,2014 Volkswagen Golf 90 TSI,USED,Automatic,Front,Premium,5.3,61781,Silver / Black,"Chatswood, NSW",4,Wagon,4,5,19880
Volkswagen,2022,T-ROC,2022 Volkswagen T-ROC 140TSI R-Line,DEMO,Automatic,AWD,Premium,7.3,4220,Blue / Black,"Mascot, NSW",4,SUV,4,5,51990
Kia,2012,Rondo,2012 Kia Rondo SLi,USED,Automatic,Front,Unleaded,-,153204,Silver / Black,"Pakenham, VIC",-,Wagon,,,12888
Land,2019,Rover,2019and Rover Range Rover Sport SDV6 SE (183KW),USED,Automatic,AWD,Diesel,7.8,57409,Grey,"Ryde, NSW",6,SUV,4,5,97777
Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLS (4X4) Blackline,USED,Manual,4WD,Diesel,7.2,93518,Black,"Cardiff, NSW",4,Ute / Tray,4,5,32913
Holden,2011,Commodore,2011 Holden Commodore SV6,USED,Manual,Rear,Unleaded,10.2,169360,Blue,"Mayfield West, NSW",6,Ute / Tray,2,2,18990
Kia,2018,Carnival,2018 Kia Carnival S,USED,Automatic,Front,Diesel,7.7,95734,Silver / Black,"Albion Park, NSW",4,Wagon,4,8,34990
Volkswagen,2021,Amarok,2021 Volkswagen Amarok TDI580 Highline 4Motion,USED,Automatic,4WD,Diesel,9.5,37041,White / Grey,"Castle Hill, NSW",6,Ute / Tray,4,5,62990
Mazda,2023,BT-50,2023 Mazda BT-50 XTR (4X4),NEW,Automatic,4WD,Diesel,8,7,Red / Black Cloth,"Arncliffe, NSW",4,Ute / Tray,4,5,64888
Toyota,1998,Landcruiser,1998 Toyotaandcruiser (4X4) 11 Seat,USED,Manual,4WD,Diesel,0,209031,Red,"Penrith, NSW",6,SUV,2,11,45950
Holden,2006,Rodeo,2006 Holden RodeoT (4X4),USED,Automatic,4WD,Unleaded,13.5,265010,Black,"Boolaroo, NSW",6,Ute / Tray,4,5,10800
Toyota,2017,C-HR,2017 Toyota C-HR Koba (2WD),USED,Automatic,Front,Premium,6.4,176046,Red,"Boolaroo, NSW",4,SUV,4,5,19800
Volkswagen,2019,Touareg,2019 Volkswagen Touareg 190TDI,USED,Automatic,AWD,Diesel,7.4,18411,Black,"Wollongong, NSW",6,SUV,4,5,78990
Ford,2022,Everest,2022 Ford Everest Trend (4WD),USED,Automatic,4WD,Diesel,8.5,20401,White / Ebonyeather,"Ryde, NSW",5,SUV,4,7,59990
Hyundai,2022,I30,2022 Hyundai I30 N Premium With Sunroof,USED,Automatic,Front,Premium,8.2,7237,White /eather,"Liverpool, NSW",4,Sedan,4,5,54990
HSV,2001,Clubsport,2001 HSV Clubsport,USED,Automatic,Rear,Premium,16,156369,Red,"Cardiff, NSW",8,Sedan,4,5,27913
Holden,2015,Barina,2015 Holden Barina CD,USED,Manual,Front,Unleaded,6.8,118994,Blue / Black,"Kurri Kurri, NSW",4,Hatchback,5,5,8999
Toyota,2022,RAV4,2022 Toyota RAV4 GX (awd) Hybrid,USED,Automatic,AWD,Hybrid,4.8,53960,White / 74Fb20,"Albion Park, NSW",4,SUV,5,5,49990
Holden,2015,Commodore,2015 Holden Commodore SS,USED,Manual,Rear,Premium,11.5,32872,Silver,"Alexandria, NSW",8,Sedan,4,5,48990
Mercedes-Benz,2015,E200,2015 Mercedes-Benz E200,USED,Automatic,Rear,Premium,6,47899,Black,"Laverton North, VIC",4,Coupe,2,4,44990
Iveco,2019,Daily,2019 Iveco Daily 35S17 Blue Edition (3520L),USED,Automatic,Rear,Diesel,0,347128,White,"Penrith, NSW",4,Commercial,2,3,26950
LDV,2020,T60,2020DV T60 Mega TUB (4X4),USED,Automatic,4WD,Diesel,9.6,57902,White,"Glendale, NSW",4,Ute / Tray,4,5,32990
Toyota,2020,Landcruiser,2020 Toyotaandcruiser Prado GX 7 Seat,USED,Automatic,4WD,Diesel,7.9,72096,White,"Glendale, NSW",4,SUV,4,7,61900
Ford,2022,Escape,2022 Ford Escape ST-Line (fwd),USED,Automatic,Front,Premium,8.6,13467,White,"Tuggerah, NSW",4,SUV,4,5,41990
Mazda,2022,CX-5,2022 Mazda CX-5 Touring (awd),DEMO,Automatic,AWD,Unleaded,7.5,996,White / Black Maztex/Cloth,"Arncliffe, NSW",4,SUV,4,5,48388
Nissan,2007,Elgrand,2007 Nissan Elgrand Highway Star,USED,Automatic,Rear,Unleaded,-,98363,White / Black,"Silverwater, NSW",-,Wagon,,,16900
Holden,2014,Captiva,2014 Holden Captiva 7TZ (4X4),USED,Automatic,AWD,Diesel,8.1,178126,White,"Maryville, NSW",4,SUV,4,7,11200
Chrysler,2017,300,2017 Chrysler 300 SRT Core,USED,Automatic,Rear,Premium,13,59700,Black,"Liverpool, NSW",8,Sedan,4,5,71950
Kia,2018,Sorento,2018 Kia Sorento SI (4X4),USED,Automatic,AWD,Diesel,7.2,44446,Black / Black,"Gateshead, NSW",4,SUV,4,7,36777
Volkswagen,2022,Tiguan,2022 Volkswagen Tiguan 110TSIife DSG 2WD,USED,Automatic,Front,Premium,-,4199,White,"West Gosford, NSW",-,Wagon,,,46888
Porsche,2003,Cayenne,2003 Porsche Cayenne Turbo,USED,Automatic,AWD,Premium,15.7,138332,Black / Black,"Chipping Norton, NSW",8,SUV,4,5,25880
Ssangyong,2023,Rexton,2023 Ssangyong Rexton Ultimate Sport Pack,NEW,Automatic,Other,Diesel,-,-,Black / Black,"Taren Point, NSW",-,Wagon,,,58585
Honda,2012,CR-V,2012 Honda CR-V VTI-L (4X4),USED,Automatic,4WD,Unleaded,8.7,62225,Brown,"Alexandria, NSW",4,SUV,4,5,21990
Isuzu,2015,D-MAX,2015 Isuzu D-MAX SX (4X4),USED,Automatic,4WD,Diesel,8.1,115004,White,"Boolaroo, NSW",4,Ute / Tray,2,4,29800
Ford,2014,Ranger,2014 Ford Ranger XL 3.2 (4X4),USED,Manual,4WD,Diesel,8.9,210604,White,"Essendon, VIC",5,Ute / Tray,4,4,28990
Nissan,2018,GT-R,2018 Nissan GT-R Premium,USED,Automatic,AWD,Premium,11.7,26500,Black / Black,"Auburn, NSW",6,Coupe,2,4,248888
Ford,1997,Mustang,1997 Ford Mustang GT,USED,Automatic,Rear,Unleaded,-,49371,Black / Brown,"Kelso, NSW",-,Convertible,,,29990
Toyota,2018,Hilux,2018 Toyota Hilux Workmate,USED,Manual,Rear,Diesel,7.7,130446,White / Grey,"Dapto, NSW",4,Ute / Tray,2,2,28999
Ford,2016,Ranger,2016 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,Rear,Diesel,7.5,166987,White,"Granville, NSW",4,Ute / Tray,4,4,24950
Volkswagen,2018,Transporter,2018 Volkswagen Transporter TDI 340WB,USED,Automatic,Front,Diesel,8.5,203129,Silver,"Beresfield, NSW",4,Ute / Tray,2,2,26800
MG,2022,HS,2022 MG HS Vibe,DEMO,Automatic,Front,Unleaded,7.3,15,Black,"Blacktown, NSW",4,SUV,4,5,30690
BMW,2018,X2,2018 BMW X2 Sdrive 18I,USED,Automatic,Front,Premium,6.3,67098,Gold,"Rozelle, NSW",3,SUV,4,5,34800
Toyota,2013,RAV4,2013 Toyota RAV4 GX (2WD),USED,Automatic,Front,Unleaded,7.4,123189,White / Grey,"Wollongong, NSW",4,SUV,4,5,19000
Subaru,2006,Forester,2006 Subaru Forester Xuxury,USED,Automatic,AWD,Unleaded,9.7,257874,White,"Minchinbury, NSW",4,SUV,4,5,5995
BMW,2022,2,2022 BMW 2 SERIES 230i Steptronic M Sport,USED,Automatic,Rear,Premium,-,4140,Purple / Blackeather,"Newcastle West, NSW",-,Coupe,,,79480
Toyota,2019,Landcruiser,2019 ToyotaandcruiserC200 VX (4X4),USED,Automatic,4WD,Diesel,9.5,68604,Silver,"Pennant Hills, NSW",8,SUV,4,7,114999
Jaguar,2017,F-Pace,2017 Jaguar F-Pace 20D R-Sport,USED,Automatic,AWD,Diesel,5.3,131983,White,"Minchinbury, NSW",4,SUV,4,5,38995
Toyota,2021,RAV4,2021 Toyota RAV4 Edge (awd) Hybrid,USED,Automatic,AWD,Hybrid,4.8,27101,Grey / Grey,"East Maitland, NSW",4,SUV,5,5,68990
Holden,2005,Caprice,2005 Holden Caprice,USED,Automatic,Rear,Unleaded,13.5,231786,White / Grey,"Lisarow, NSW",8,Sedan,4,5,9950
Toyota,2015,Kluger,2015 Toyota Kluger Grande (4X2),USED,Automatic,Front,Unleaded,10.4,129570,White,"Wickham, NSW",6,SUV,4,7,26854
Nissan,2006,X-Trail,2006 Nissan X-Trail ST-S 40TH Anniversary (4X4),USED,Automatic,4WD,Unleaded,10,282208,White,"Fairfield East, NSW",4,SUV,4,5,6980
BMW,2008,M6,2008 BMW M6,USED,Automatic,Rear,Premium,15.2,76000,Silver,"Laverton North, VIC",10,Convertible,2,4,66990
BMW,2022,420I,2022 BMW 420I M Sport,USED,Automatic,Rear,Premium,6.4,5345,White,"Newcastle West, NSW",4,Coupe,2,4,73950
Ram,2018,1500,2018 Ram 1500 Express (4X4),USED,Automatic,4WD,Unleaded,12.2,104897,Grey,"Penrith, NSW",8,Commercial,4,5,84950
MG,2022,HS,2022 MG HS Excite,NEW,Automatic,Front,Unleaded,7.3,14,Red / Knight Black,"Artarmon, NSW",4,SUV,4,5,35990
Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,Front,Unleaded,7.2,54096,White / Black,"Albion Park, NSW",4,SUV,4,7,28990
Toyota,2020,HiAce,2020 Toyota HiAce Slwb,USED,Automatic,Rear,Diesel,8.4,144622,White / Grey,"Richmond, NSW",4,Commercial,4,2,52990
Toyota,2017,Corolla,2017 Toyota Corolla Fielder X,USED,Automatic,Other,-,-,110386,Silver / Black,"Braeside, VIC",-,Wagon,,,21888
Mazda,2017,CX-5,2017 Mazda CX-5 Akera (4X4),USED,Automatic,AWD,Unleaded,7.4,61011,Silver,"Rozelle, NSW",4,SUV,4,5,35800
Mitsubishi,2019,Pajero,2019 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,USED,Automatic,4WD,Diesel,8,50213,White / Grey,"Cessnock, NSW",4,SUV,4,7,56490
Subaru,2018,Outback,2018 Subaru Outback 2.0D,USED,Automatic,AWD,Diesel,6.3,96300,-,"Mayfield West, NSW",4,SUV,4,5,27990
LDV,2021,T60,2021DV T60 PRO (4X4),USED,Automatic,4WD,Diesel,8.5,29876,Grey,"West Ryde, NSW",4,Ute / Tray,4,5,28388
Ford,2006,Focus,2006 Ford Focus CL,USED,Automatic,Front,Unleaded,8,172472,Silver / Grey,"Tuggerah, NSW",4,Hatchback,5,5,6990
MG,2019,ZS,2019 MG ZS Excite,USED,Automatic,Front,Unleaded,6.7,46328,Silver,"Minchinbury, NSW",3,SUV,4,5,22990
Ford,2017,Ranger,2017 Ford Ranger XLT 3.2 (4X4),USED,Automatic,4WD,Diesel,9,150002,Blue,"Ulladulla, NSW",5,Ute / Tray,4,5,34990
Mitsubishi,2010,Delica,2010 Mitsubishi Delica D:5,USED,Automatic,Other,Unleaded,-,123473,Black / Black,"Truganina, VIC",-,Commercial,,,21995
Toyota,2022,Camry,2022 Toyota Camry Ascent Hybrid,USED,Automatic,Front,Hybrid,4.5,26524,Blue,"Alexandria, NSW",4,Sedan,4,5,42990
Nissan,2020,X-Trail,2020 Nissan X-Trail ST 7 Seat (2WD),USED,Automatic,Front,Unleaded,8.1,54368,Silver,"Alexandria, NSW",4,SUV,4,7,28990
Mazda,2010,BT-50,2010 Mazda BT-50 Boss B3000 Freestyle DX+,USED,Manual,Rear,Diesel,8.3,267899,White,"Penrith, NSW",4,Ute / Tray,2,4,10950
Ford,2010,Ranger,2010 Ford Ranger XL (4X4),USED,Manual,4WD,Diesel,9.3,243558,White / Grey,"Moss Vale, NSW",4,Ute / Tray,2,2,12888
Holden,2016,Trailblazer,2016 Holden TrailblazerTZ (4X4),USED,Automatic,4WD,Diesel,9.4,160459,Blue,"Beresfield, NSW",4,SUV,4,7,27800
BMW,2016,220I,2016 BMW 220I Sportine,USED,Automatic,Rear,Premium,6.4,54385,Black,"Laverton North, VIC",4,Convertible,2,4,39990
Kia,2020,RIO,2020 Kia RIO S,USED,Automatic,Front,Unleaded,6.2,59785,Grey / Black,"Muswellbrook, NSW",4,Hatchback,5,5,21590
Kia,2018,Sportage,2018 Kia Sportage SI Premium (awd),USED,Automatic,AWD,Diesel,6.4,59764,Silver / Black,"Artarmon, NSW",4,SUV,4,5,31990
BMW,2018,X2,2018 BMW X2 Sdrive 18I M Sport,USED,Automatic,Front,Premium,6.3,40416,White,"Liverpool, NSW",3,SUV,4,5,39441
Nissan,2004,Patrol,2004 Nissan Patrol ST (4X4),USED,Automatic,4WD,Diesel,0,282076,Silver,"Campbelltown, NSW",4,SUV,4,7,29950
Toyota,2019,Land,2019 Toyotaand Cruiser VX,USED,Automatic,Other,Diesel,-,101263,White /eather,"Orange, NSW",-,Wagon,,,105990
Mitsubishi,2020,Triton,2020 Mitsubishi Triton GLS (4X4),USED,Automatic,4WD,Diesel,8.6,43851,White,"West Gosford, NSW",4,Ute / Tray,4,5,46888
Toyota,2009,Landcruiser,2009 Toyotaandcruiser GX (4X4),USED,Manual,4WD,Diesel,11.5,289999,White,"Roselands, NSW",8,Ute / Tray,2,3,55900
Volvo,2017,XC60,2017 Volvo XC60 T5uxury,USED,Automatic,AWD,Premium,7.9,59243,Black,"Liverpool, NSW",4,SUV,4,5,31882
Toyota,2018,86,2018 Toyota 86 GTS+,USED,Automatic,Rear,Premium,7.1,27836,Grey / Black,"Liverpool, NSW",4,Coupe,2,4,44990
Toyota,2017,Corolla,2017 Toyota Corolla FIELDER X,USED,Automatic,Other,-,-,128091,White / Black,"Truganina, VIC",-,Wagon,,,19490
Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,Front,Unleaded,7.2,35624,Grey,"Crookwell, NSW",4,SUV,4,5,27990
Ford,2015,Ranger,2015 Ford Ranger XLT 3.2 (4X4),USED,Automatic,4WD,Diesel,9,108412,Blue / Grey,"Singleton, NSW",5,Ute / Tray,4,5,38990
Toyota,2014,Hilux,2014 Toyota Hilux SR (4X4),USED,Manual,4WD,Diesel,8.3,219035,White / Black,"Tuggerah, NSW",4,Ute / Tray,4,5,31990
Mitsubishi,2014,Outlander,2014 Mitsubishi Outlander ES (4X2),USED,Automatic,Front,Unleaded,6.6,66201,White,"Orange, NSW",4,SUV,4,5,18990
BMW,2017,740I,2017 BMW 740I,USED,Automatic,Rear,Premium,7,87314,White / Black,"Sylvania, NSW",6,Sedan,4,5,79988
Porsche,2017,718,2017 Porsche 718 Boxster,USED,Automatic,Rear,Unleaded,7,43741,Black,"Artarmon, NSW",4,Convertible,2,2,102900
Toyota,2013,Landcruiser,2013 Toyotaandcruiser Sahara (4X4),USED,Automatic,4WD,Diesel,10.3,161365,Grey,"Windsor, NSW",8,SUV,4,7,74990
Holden,2014,Colorado,2014 Holden ColoradoX (4X4),USED,Manual,4WD,Diesel,8.1,237559,White / Grey,"Archerfield, QLD",4,Ute / Tray,2,2,18990
Toyota,2022,Yaris,2022 Toyota Yaris Cross GX,USED,Automatic,Front,Unleaded,5.4,16766,- / 40Fa60,"North Wollongong, NSW",3,SUV,4,5,36490
Porsche,2015,Macan,2015 Porsche Macan S Diesel,USED,Automatic,AWD,Diesel,6.1,45413,White / Black,"Waterloo, NSW",6,SUV,4,5,59900
Ford,1996,Courier,1996 Ford Courier XL,USED,Automatic,Rear,Unleaded,12.5,393675,Silver,"Chester Hill, NSW",4,Ute / Tray,4,5,3499
Land,2019,Rover,2019and Rover Range Rover Sport SDV6 SE (183KW),USED,Automatic,AWD,Diesel,7.8,76750,Black / Black,"Glebe, NSW",6,SUV,4,5,109950
Holden,2014,UTE,2014 Holden UTE SV6,USED,Automatic,Rear,Unleaded,9.9,215440,White / Grey,"Nowra, NSW",6,Ute / Tray,2,2,19990
Hyundai,2018,I30,2018 Hyundai I30 GO,USED,Automatic,Front,Unleaded,7.4,104000,Red,"Orange, NSW",4,Hatchback,4,5,19989
GWM,2021,Steed,2021 GWM Steed (4X2),USED,Manual,Rear,Diesel,0,85096,-,"Bentleigh, VIC",4,Ute / Tray,2,2,18990
Toyota,2017,Hilux,2017 Toyota Hilux SR HI-Rider,USED,Automatic,Rear,Diesel,7.3,39229,White / Grey,"Padstow, NSW",4,Ute / Tray,2,4,41990
Jaguar,2018,E-Pace,2018 Jaguar E-Pace D240 HSE AWD (177KW),USED,Automatic,AWD,Diesel,5.6,39602,White,"Concord, NSW",4,SUV,4,5,49888
Holden,2018,Colorado,2018 Holden ColoradoT (4X4),USED,Automatic,4WD,Diesel,9,81598,Grey / Grey,"Yallah, NSW",4,Ute / Tray,4,5,36950
Honda,2019,CR-V,2019 Honda CR-V VI (2WD),USED,Automatic,Front,Unleaded,7.6,71254,White,"Arncliffe, NSW",4,SUV,4,5,27880
Toyota,2018,C-HR,2018 Toyota C-HR Koba,USED,Automatic,Other,Unleaded,-,94494,Grey /eather,"Orange, NSW",-,SUV,,,29990
Toyota,2018,Landcruiser,2018 Toyotaandcruiser Prado Kakadu (4X4),USED,Automatic,4WD,Diesel,8,108660,Silver / Black,"Goulburn, NSW",4,SUV,4,7,76910
Maserati,2015,Granturismo,2015 Maserati Granturismo Sport,USED,Automatic,Rear,Premium,15.2,25070,Black / Beige,"Padstow, NSW",8,Coupe,2,4,144990
Toyota,2018,Kluger,2018 Toyota Kluger GX (4X2),USED,Automatic,Front,Unleaded,9.1,95982,Black / Grey,"Mayfield West, NSW",6,SUV,4,7,32990
Ford,2022,F,2022 Ford F 250 XLT,USED,Automatic,Other,Diesel,-,150,White / Grey,"Albion Park Rail, NSW",-,Ute / Tray,,,199990
Volkswagen,2023,T-Cross,2023 Volkswagen T-Cross 85Tfsi Style (restricted Feat),DEMO,Automatic,Front,Premium,5.4,15,Blue / Black/Grey,"Blacktown, NSW",3,SUV,4,5,38887
Audi,2015,Q5,2015 Audi Q5 2.0 TDI Quattro,USED,Automatic,AWD,Diesel,6.1,179312,White,"Chester Hill, NSW",4,SUV,4,5,18999
Toyota,2018,Hilux,2018 Toyota Hilux Workmate,USED,Automatic,Rear,Unleaded,10.9,228489,White / Black,"Goulburn, NSW",4,Ute / Tray,2,2,20930
Ram,2021,1500,2021 Ram 1500 Express,USED,Automatic,4WD,Premium,12.2,11061,Grey / Black,"Albion Park Rail, NSW",8,Commercial,4,5,87990
Mercedes-Benz,2015,S63,2015 Mercedes-Benz S63 AMG,USED,Automatic,Rear,Premium,10.2,36349,Silver,"Artarmon, NSW",8,Coupe,2,4,165900
Skoda,2008,Roomster,2008 Skoda Roomster 1.9 TDI,USED,Manual,Front,Diesel,5.5,270350,White,"Chester Hill, NSW",4,Wagon,4,5,3999
Subaru,2019,Forester,2019 Subaru Forester 2.5I (awd),USED,Automatic,AWD,Unleaded,7.4,54062,Blue,"Ulladulla, NSW",4,SUV,4,5,34990
Holden,2019,Colorado,2019 Holden ColoradoS (4X4),USED,Automatic,4WD,Diesel,8.6,58852,White / Black,"Brookvale, NSW",4,Ute / Tray,4,5,39880
BMW,2013,125I,2013 BMW 125I,USED,Automatic,Rear,Premium,8.2,129107,Black / Black,"Homebush, NSW",6,Coupe,2,4,16990
BMW,2019,X2,2019 BMW X2 Sdrive20I M Sport,USED,Automatic,Front,Premium,6,45975,White,"South Hurstville, NSW",4,SUV,4,5,42990
Mini,2012,Countryman,2012 Mini Countryman Cooper S,USED,Automatic,Front,Premium,7.5,103833,Blue,"Mayfield West, NSW",4,SUV,4,4,17990
Ford,2013,Focus,2013 Ford Focus Titanium,USED,Automatic,Front,Unleaded,6.7,135100,-,"Hamilton, NSW",4,Hatchback,5,5,11990
Nissan,2015,Navara,2015 Nissan Navara RX (4X4),USED,Manual,4WD,Diesel,6.6,90823,Silver,"Crookwell, NSW",4,Ute / Tray,2,2,27990
Holden,2013,Colorado,2013 Holden ColoradoX (4X2),USED,Manual,Rear,Diesel,8.1,140620,White / Grey,"Minchinbury, NSW",4,Ute / Tray,4,5,19995
Mercedes-Benz,2019,GLC200,2019 Mercedes-Benz GLC200,USED,Automatic,AWD,Premium,7.2,32883,Grey,"Rozelle, NSW",4,SUV,4,5,58800
Toyota,2023,Corolla,2023 Toyota Corolla Ascent Sport + Convenience PK,USED,Automatic,Front,Unleaded,6,25,White,"Hamilton East, NSW",4,Hatchback,5,5,36988
Toyota,2017,Corolla,2017 Toyota Corolla Fielder,USED,Automatic,Other,Other,-,119571,White / Black,"Truganina, VIC",-,Wagon,,,19995
Holden,2014,Captiva,2014 Holden Captiva 5T (fwd),USED,Manual,Front,Unleaded,8.8,85065,Silver / Grey,"Goulburn, NSW",4,SUV,4,5,12970
Toyota,2012,Landcruiser,2012 Toyotaandcruiser GXL (4X4),USED,Automatic,4WD,Diesel,10.3,357463,White,"McDougalls Hill, NSW",8,SUV,4,8,44990
Ford,2017,Ranger,2017 Ford Ranger FX4 Special Edition,USED,Automatic,4WD,Diesel,9,137897,Silver / Blackeather,"Muswellbrook, NSW",5,Ute / Tray,4,5,42888
Toyota,2009,HiAce,2009 Toyota HiAce Super GL,USED,Automatic,Other,Unleaded,-,230000,Black / Grey,"Braeside, VIC",-,Commercial,,,21888
Toyota,2023,Corolla,2023 Toyota Corolla ZR Hybrid,USED,Automatic,Front,Other,-,45,White,"Chatswood, NSW",-,Hatchback,,,52888
Honda,2019,CR-V,2019 Honda CR-V VTi-S 2WD,USED,Automatic,Other,Unleaded,-,56945,Grey,"Orange, NSW",-,Wagon,,,31990
Mazda,2010,CX-7,2010 Mazda CX-7uxury Sports (4X4),USED,Automatic,AWD,Unleaded,11.5,110702,Silver / Grey,"Mayfield West, NSW",4,SUV,4,5,12990
Mitsubishi,2014,Triton,2014 Mitsubishi Triton GLX (4X4),USED,Manual,4WD,Diesel,8.1,201331,White,"Cardiff, NSW",4,Ute / Tray,4,5,14913
Mazda,2017,CX-3,2017 Mazda CX-3 Maxx (fwd),USED,Automatic,Front,Unleaded,6.1,43854,Grey / Black,"Brookvale, NSW",4,SUV,4,5,24890
Mazda,2017,CX-5,2017 Mazda CX-5 GT (4X4),USED,Automatic,AWD,Diesel,6,148815,Grey / Black,"Goulburn, NSW",4,SUV,4,5,24970
Holden,2015,Cascada,2015 Holden Cascada,USED,Automatic,Front,Premium,7.5,49599,Grey /eather,"Phillip, ACT",4,Convertible,2,4,19390
Toyota,2017,Camry,2017 Toyota Camry Altise,USED,Automatic,Front,Unleaded,7.9,89683,Grey,"South Hurstville, NSW",4,Sedan,4,5,24990
BMW,2022,220I,2022 BMW 220I M Sport Gran Coupe,USED,Automatic,Front,Premium,6.3,8348,Blue / Black,"Sylvania, NSW",4,Sedan,4,5,72988
Toyota,2014,86,2014 Toyota 86 GTS,USED,Automatic,Rear,Premium,7.1,121795,Red,"South Nowra, NSW",4,Coupe,2,4,21990
Kia,2018,Stinger,2018 Kia Stinger GT (blackeather),USED,Automatic,Rear,Unleaded,10.2,44012,Black / Red,"Nowra, NSW",6,Sedan,4,5,46990
Volkswagen,2023,T-Cross,2023 Volkswagen T-Cross 85Tfsi Style (restricted Feat),DEMO,Automatic,Front,Premium,5.4,9,Black / Black/Grey,"Chatswood, NSW",3,SUV,4,5,42990
BMW,2013,X1,2013 BMW X1 Sdrive 18D,USED,Automatic,Rear,Diesel,5,88796,Grey,"Fyshwick, ACT",4,SUV,4,5,19830
Mercedes-Benz,2017,A45,2017 Mercedes-Benz A45 4Matic (fuel Efficient),USED,Automatic,AWD,Premium,6.9,43082,Blue,"Liverpool, NSW",4,Hatchback,5,5,63950
Mitsubishi,2017,Triton,2017 Mitsubishi Triton Exceed (4X4),USED,Automatic,4WD,Diesel,7.6,100102,Black / Black,"Goulburn, NSW",4,Ute / Tray,4,5,35950
BMW,2003,318I,2003 BMW 318I Executive,USED,Automatic,Rear,Unleaded,9.2,261021,White,"Minchinbury, NSW",4,Sedan,4,5,5990
Kia,2022,Cerato,2022 Kia Cerato GT,USED,Automatic,Front,Unleaded,6.9,20486,Blue,"Beresfield, NSW",4,Sedan,4,5,35800
Kia,2022,Stonic,2022 Kia Stonic S,USED,Automatic,Front,Unleaded,6.7,7361,White / Grey,"Warwick Farm, NSW",4,SUV,4,5,28945
Kia,2018,Cerato,2018 Kia Cerato S,USED,Automatic,Front,Unleaded,7.1,47325,Silver / Black,"Cardiff, NSW",4,Hatchback,5,5,21777
Volkswagen,2013,Golf,2013 Volkswagen Golf 103 TDI Comfortline,USED,Automatic,Front,Diesel,5.7,146662,Silver / Cloth,"Belconnen, ACT",4,Wagon,4,5,12920
MG,2021,MG3,2021 MG MG3 Auto Core,USED,Automatic,Front,Premium,6.7,17957,Yellow,"Minchinbury, NSW",4,Hatchback,5,5,16990
Toyota,2021,Corolla,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,Front,Hybrid,4.2,42004,White,"Ulladulla, NSW",4,Hatchback,5,5,30990
Ford,2008,Falcon,2008 Ford Falcon XR6,USED,Automatic,Rear,Unleaded,11.5,118601,Red / Black,"Carss Park, NSW",6,Sedan,4,5,15990
Mercedes-Benz,2011,C180,2011 Mercedes-Benz C180 BE,USED,Automatic,Rear,Premium,7.3,124532,Red / Black,"Belconnen, ACT",4,Coupe,2,4,17910
Hyundai,2017,Elantra,2017 Hyundai Elantra Active 2.0 MPI,USED,Automatic,Front,Unleaded,7.2,68274,Silver,"South Nowra, NSW",4,Sedan,4,5,17990
Subaru,2018,Forester,2018 Subaru Forester 2.5I-L,USED,Automatic,AWD,Unleaded,8.1,77785,White,"Rutherford, NSW",4,SUV,4,5,29912
Mitsubishi,2023,Outlander,2023 Mitsubishi Outlander ES 7 Seat (2WD),DEMO,Automatic,Front,Unleaded,7.6,1800,Silver,"Liverpool, NSW",4,SUV,4,7,41990
