Year,UORN_D,UORN_N,UORN_U,FuelConsumption,Kilometres,CylindersinEngine,Price
2023,0.0,1.0,0.0,,8,,35990
2012,0.0,0.0,1.0,5.7,218569,4,22995
2022,0.0,0.0,1.0,5.9,9341,3,64988
2022,0.0,1.0,0.0,7.3,15,4,39990
2012,0.0,0.0,1.0,8.9,146581,4,17999
2017,0.0,0.0,1.0,8,110971,4,39888
2018,0.0,0.0,1.0,5.8,72255,4,15990
2017,0.0,0.0,1.0,5.2,117695,4,27995
2010,0.0,0.0,1.0,12.8,210454,6,9900
2014,0.0,0.0,1.0,9.6,80986,5,35999
2019,0.0,0.0,1.0,7.4,53180,4,21800
2018,0.0,0.0,1.0,8.5,47594,4,29888
2013,0.0,0.0,1.0,7.4,252383,4,12990
2021,0.0,0.0,1.0,8.2,13049,4,31888
2019,0.0,0.0,1.0,,93300,,19888
2015,0.0,0.0,1.0,7.2,154213,4,14990
2016,0.0,0.0,1.0,5.3,78223,4,29999
2014,0.0,0.0,1.0,7.8,121334,4,23995
2013,0.0,0.0,1.0,7.4,117441,6,28990
2023,0.0,1.0,0.0,8.6,10,4,54760
2018,0.0,0.0,1.0,9,126807,4,39990
2012,0.0,0.0,1.0,6.8,88938,4,14990
2006,0.0,0.0,1.0,11.3,209751,6,7490
2013,0.0,0.0,1.0,5.3,160861,4,17880
2020,0.0,0.0,1.0,5.3,29866,3,28990
2022,1.0,0.0,0.0,8.5,2882,4,57990
2022,1.0,0.0,0.0,7.6,6065,4,69990
2018,0.0,0.0,1.0,8.5,132928,4,31888
2013,0.0,0.0,1.0,13,202937,6,26990
2021,0.0,0.0,1.0,6.7,25347,4,24474
2014,0.0,0.0,1.0,4.9,151610,4,24950
2022,0.0,0.0,1.0,6.9,12,4,47990
2022,1.0,0.0,0.0,8.3,1505,4,58990
2022,0.0,0.0,1.0,7.7,1000,4,69990
2016,0.0,0.0,1.0,10.9,116113,4,22999
2016,0.0,0.0,1.0,6.3,106001,4,23990
2012,0.0,0.0,1.0,9.3,190601,6,27999
2008,0.0,0.0,1.0,11,314158,4,7950
2009,0.0,0.0,1.0,6.7,84251,4,11999
2010,0.0,0.0,1.0,10.1,179558,6,10990
2017,0.0,0.0,1.0,11.6,150088,6,23950
2000,0.0,0.0,1.0,9,238498,4,9999
2011,0.0,0.0,1.0,9.2,191698,4,17500
2023,0.0,1.0,0.0,7.1,15,4,23990
2021,0.0,0.0,1.0,7.3,19126,4,27980
2016,0.0,0.0,1.0,7,53779,4,23990
2005,0.0,0.0,1.0,12.6,369629,4,14950
2016,0.0,0.0,1.0,0,246838,4,27995
2010,0.0,0.0,1.0,,221047,,8800
2022,0.0,0.0,1.0,6.6,2002,4,119800
2010,0.0,0.0,1.0,7,182728,4,4999
2013,0.0,0.0,1.0,7.6,90038,6,35950
2007,0.0,0.0,1.0,12.8,209499,6,10990
2022,1.0,0.0,0.0,7.3,21,4,53990
2013,0.0,0.0,1.0,9.3,212484,4,30999
2007,0.0,0.0,1.0,7.4,174500,4,7995
2018,0.0,0.0,1.0,6.1,81383,6,49880
2022,1.0,0.0,0.0,7.3,4240,4,55990
2015,0.0,0.0,1.0,0,288341,4,23990
2003,0.0,0.0,1.0,10,228388,4,5950
2008,0.0,0.0,1.0,6.7,151160,4,12990
2015,0.0,0.0,1.0,9,276523,4,27995
2013,0.0,0.0,1.0,,138520,,18990
2023,0.0,0.0,1.0,4.8,17,4,68888
2017,0.0,0.0,1.0,8.5,223729,4,40990
2022,1.0,0.0,0.0,7.1,2452,4,64990
2014,0.0,0.0,1.0,6.9,68909,4,24990
2013,0.0,0.0,1.0,5.7,119893,4,16870
2023,0.0,0.0,1.0,3.8,35,3,41990
2015,0.0,0.0,1.0,,95846,,31900
2016,0.0,0.0,1.0,15.4,32311,8,179990
2017,0.0,0.0,1.0,8.1,111477,4,35999
2017,0.0,0.0,1.0,12.6,104549,8,43990
2016,0.0,0.0,1.0,7.8,85757,4,27990
2018,0.0,0.0,1.0,6.9,111988,4,21950
2015,0.0,0.0,1.0,9.8,214584,4,12990
2017,0.0,0.0,1.0,8.8,194658,4,26999
2012,0.0,0.0,1.0,,147476,,16900
2022,1.0,0.0,0.0,7.3,1505,4,55990
2019,0.0,0.0,1.0,4.8,62680,4,60990
2022,0.0,1.0,0.0,9.4,7,4,39888
2001,0.0,0.0,1.0,9,303221,4,3499
2022,0.0,0.0,1.0,7.1,6495,4,51990
2018,0.0,0.0,1.0,7.4,44378,4,23888
2010,0.0,0.0,1.0,10.2,157103,6,11995
2018,0.0,0.0,1.0,8.8,161456,4,24990
2019,0.0,0.0,1.0,4.2,39187,4,31990
2014,0.0,0.0,1.0,7.9,135517,4,20990
2021,0.0,0.0,1.0,10.2,23930,6,62490
2021,0.0,0.0,1.0,6.5,60107,4,47800
2022,1.0,0.0,0.0,6.8,678,4,62990
2015,0.0,0.0,1.0,8.9,226969,5,23800
2003,0.0,0.0,1.0,0,212777,4,27995
2023,0.0,0.0,1.0,6.3,5136,4,31950
2012,0.0,0.0,1.0,8.2,159685,6,13499
2018,0.0,0.0,1.0,6.4,41752,4,58800
2020,0.0,0.0,1.0,6.7,13975,4,16900
2018,0.0,0.0,1.0,8.3,72915,4,39990
2005,0.0,0.0,1.0,0,176789,4,7590
2017,0.0,0.0,1.0,,97097,,34990
2018,0.0,0.0,1.0,7.5,25403,4,36990
2011,0.0,0.0,1.0,,219433,,7990
2014,0.0,0.0,1.0,7.3,120410,4,13800
2016,0.0,0.0,1.0,,159999,,29800
2019,0.0,0.0,1.0,6.7,51062,4,53000
2008,0.0,0.0,1.0,8.2,201984,4,8949
2021,0.0,0.0,1.0,6.2,23460,4,30990
2015,0.0,0.0,1.0,,108286,,31900
2023,1.0,0.0,0.0,5.4,9,3,42990
2017,0.0,0.0,1.0,5.4,67231,4,23990
2012,0.0,0.0,1.0,,113000,,35888
2011,0.0,0.0,1.0,11.5,192400,4,11995
2019,0.0,0.0,1.0,7.9,57494,4,27950
2014,0.0,0.0,1.0,6.1,85000,4,23999
2013,0.0,0.0,1.0,6.4,88457,4,12990
2022,0.0,0.0,1.0,10.6,19357,6,71800
2018,0.0,0.0,1.0,4.4,150100,3,16998
2013,0.0,0.0,1.0,5.1,99801,4,21950
2010,0.0,0.0,1.0,11.5,176701,4,9990
2018,0.0,0.0,1.0,7.5,41425,4,37990
2017,0.0,0.0,1.0,7,104481,6,88888
2019,0.0,0.0,1.0,9.1,75535,6,39888
2014,0.0,0.0,1.0,6.5,173129,4,19990
2018,0.0,0.0,1.0,4.2,81624,4,30990
2009,0.0,0.0,1.0,8.4,137053,4,12995
2014,0.0,0.0,1.0,8.9,193374,5,21990
2008,0.0,0.0,1.0,9.8,179671,4,16990
2017,0.0,0.0,1.0,6.4,41820,4,28990
2021,0.0,0.0,1.0,6.5,51771,4,47990
2017,0.0,0.0,1.0,6.5,85288,4,59990
2014,0.0,0.0,1.0,7.1,85550,4,21990
2012,0.0,0.0,1.0,6.4,114673,4,14880
2014,0.0,0.0,1.0,5.8,56248,4,19990
2013,0.0,0.0,1.0,4.2,108830,4,17490
2005,0.0,0.0,1.0,10.8,166073,6,6450
2018,0.0,0.0,1.0,9,101260,4,39900
2013,0.0,0.0,1.0,7.1,194940,4,13995
2017,0.0,0.0,1.0,6.6,54969,4,29990
2019,0.0,0.0,1.0,6.3,61290,4,44990
2019,0.0,0.0,1.0,6,52550,4,37900
2009,0.0,0.0,1.0,12.1,160665,6,20999
2017,0.0,0.0,1.0,15.5,3000,8,208800
2017,0.0,0.0,1.0,9,256000,4,28999
2017,0.0,0.0,1.0,10.7,157570,8,64950
1999,0.0,0.0,1.0,0,51284,6,44999
2020,0.0,0.0,1.0,7.2,28646,4,59800
2008,0.0,0.0,1.0,9.6,290681,4,6750
2009,0.0,0.0,1.0,8.6,152879,4,13980
2011,0.0,0.0,1.0,7.9,126500,4,19990
2016,0.0,0.0,1.0,6,135025,4,18990
2015,0.0,0.0,1.0,8,185077,4,46950
2018,0.0,0.0,1.0,6.6,41000,4,46880
2011,0.0,0.0,1.0,7.4,163697,6,23950
2018,0.0,0.0,1.0,7.6,88483,4,44987
2006,0.0,0.0,1.0,11.1,203886,6,5995
2011,0.0,0.0,1.0,,305562,,16995
2022,0.0,1.0,0.0,6.6,25,4,81888
2021,0.0,0.0,1.0,7.3,34451,4,44990
2017,0.0,0.0,1.0,6.6,46245,4,27990
2008,0.0,0.0,1.0,8.4,362553,4,12999
2012,0.0,0.0,1.0,7.3,121050,4,16950
2015,0.0,0.0,1.0,5.6,159613,4,18990
2007,0.0,0.0,1.0,,238345,,28900
2016,0.0,0.0,1.0,7.4,122351,4,25990
2016,0.0,0.0,1.0,7,148624,4,33990
2015,0.0,0.0,1.0,11,357454,4,11990
2012,0.0,0.0,1.0,8.9,348001,6,6999
2016,0.0,0.0,1.0,,131968,,24999
2018,0.0,0.0,1.0,5.9,38118,4,23990
2016,0.0,0.0,1.0,8.1,293051,4,22999
2020,0.0,0.0,1.0,6.4,9789,4,73990
2019,0.0,0.0,1.0,4.2,56863,4,37990
2022,0.0,1.0,0.0,7.3,10,4,38880
2011,0.0,0.0,1.0,,173263,,15900
2021,0.0,0.0,1.0,13,40900,8,71990
2014,0.0,0.0,1.0,8.3,181370,4,29990
2011,0.0,0.0,1.0,10.1,269018,4,12444
2009,0.0,0.0,1.0,6.9,108015,4,6990
2013,0.0,0.0,1.0,6.2,132249,4,13990
2014,0.0,0.0,1.0,5.5,66900,4,26880
2015,0.0,0.0,1.0,9.9,260161,6,19990
2017,0.0,0.0,1.0,6.4,73801,4,74990
2013,0.0,0.0,1.0,8.2,133207,4,13990
2012,0.0,0.0,1.0,8.5,191547,4,18980
2013,0.0,0.0,1.0,8,234100,4,14990
2017,0.0,0.0,1.0,5.3,130173,4,29999
2022,0.0,0.0,1.0,,22103,,76990
2016,0.0,0.0,1.0,7.1,39446,4,38950
2019,0.0,0.0,1.0,5.4,42312,4,31990
2016,0.0,0.0,1.0,7.5,95773,4,24990
2014,0.0,0.0,1.0,6.6,118700,4,20990
2016,0.0,0.0,1.0,9.2,250677,5,32950
2015,0.0,0.0,1.0,7.9,130630,4,29990
2016,0.0,0.0,1.0,7,43989,4,41990
2014,0.0,0.0,1.0,9.2,347480,5,18999
2008,0.0,0.0,1.0,7.3,156128,4,10995
2020,0.0,0.0,1.0,6.9,38618,4,29990
2008,0.0,0.0,1.0,,222078,,26900
2022,0.0,0.0,1.0,7.9,29705,4,30990
2011,0.0,0.0,1.0,5.6,120797,4,16200
2023,0.0,1.0,0.0,5,7,4,36990
2014,0.0,0.0,1.0,8.7,136236,4,18911
2013,0.0,0.0,1.0,8.9,219736,6,8990
2010,0.0,0.0,1.0,8.7,197474,4,10990
2004,0.0,0.0,1.0,0,108283,4,9999
2015,0.0,0.0,1.0,7.4,54511,4,27990
2016,0.0,0.0,1.0,9.5,161744,8,89990
2021,0.0,0.0,1.0,6.3,13050,4,48888
2020,0.0,0.0,1.0,0,36477,0,165900
2011,0.0,0.0,1.0,8.2,175728,6,15990
2017,0.0,0.0,1.0,7.8,211397,4,19990
2022,0.0,0.0,1.0,13.2,12057,8,149990
2014,0.0,0.0,1.0,8.1,82226,4,29950
2023,0.0,1.0,0.0,6.6,7,4,41288
2020,0.0,0.0,1.0,7.4,56270,4,55990
2023,0.0,1.0,0.0,6.9,15,4,27690
2016,0.0,0.0,1.0,7.2,127138,4,45888
2015,0.0,0.0,1.0,8.4,112739,4,16950
2017,0.0,0.0,1.0,8.7,59978,8,108990
2023,0.0,1.0,0.0,5,7,4,40990
2019,0.0,0.0,1.0,6,47706,4,29990
2023,0.0,1.0,0.0,0,15,0,57709
2019,0.0,0.0,1.0,7.4,54972,4,23990
2016,0.0,0.0,1.0,6.4,33833,4,25500
2023,1.0,0.0,0.0,10.6,1598,8,176998
2020,0.0,0.0,1.0,5.7,16880,6,99990
2010,0.0,0.0,1.0,10.2,311334,6,6999
2015,0.0,0.0,1.0,5.4,94060,4,24888
2011,0.0,0.0,1.0,7.6,96137,4,12984
2017,0.0,0.0,1.0,8.5,228997,4,39990
2019,0.0,0.0,1.0,7.9,85291,4,26990
2013,0.0,0.0,1.0,6.2,133033,4,15500
2019,0.0,0.0,1.0,10.2,62246,6,49999
2014,0.0,0.0,1.0,,96162,,24999
2022,0.0,1.0,0.0,9.9,55,6,75490
2018,0.0,0.0,1.0,7.4,30527,4,21990
2012,0.0,0.0,1.0,6.6,100390,4,15995
2017,0.0,0.0,1.0,8.8,55000,4,21995
2014,0.0,0.0,1.0,7.1,103781,4,16950
2016,0.0,0.0,1.0,8.5,175078,4,39990
2023,0.0,1.0,0.0,5.4,13,3,42990
2011,0.0,0.0,1.0,6.4,183107,6,20990
2013,0.0,0.0,1.0,12.4,105681,8,38888
2014,0.0,0.0,1.0,9.6,76148,4,33950
2019,0.0,0.0,1.0,13,39896,8,64880
2018,0.0,0.0,1.0,,128953,,35888
2013,0.0,0.0,1.0,8.1,223795,4,24990
2018,0.0,0.0,1.0,7.4,117500,4,21990
2013,0.0,0.0,1.0,8.3,247867,4,29995
2019,0.0,0.0,1.0,7.4,57822,4,19990
2019,0.0,0.0,1.0,8.5,25246,4,68880
2021,0.0,0.0,1.0,,16310,,177990
2017,0.0,0.0,1.0,6.5,145378,4,34990
2023,0.0,1.0,0.0,8.1,,4,74990
2022,0.0,1.0,0.0,1.7,24,4,49690
2019,0.0,0.0,1.0,7.9,80595,4,26990
2009,0.0,0.0,1.0,8.4,245210,4,17990
2008,0.0,0.0,1.0,10.5,212294,6,7950
2018,0.0,0.0,1.0,7.5,69885,6,47880
2013,0.0,0.0,1.0,9.4,354192,4,18999
2022,0.0,0.0,1.0,10.3,19945,4,82888
2019,0.0,0.0,1.0,8.3,69004,4,48950
2023,0.0,1.0,0.0,8.1,7,4,34485
2020,0.0,0.0,1.0,8.6,71670,4,42998
2022,0.0,1.0,0.0,6.6,25,4,86888
2010,0.0,0.0,1.0,10.5,240050,4,15950
2019,0.0,0.0,1.0,9.4,111668,6,36888
2015,0.0,0.0,1.0,8.5,323847,4,32990
2014,0.0,0.0,1.0,9,106515,4,13593
2018,0.0,0.0,1.0,6.2,86573,4,17990
2023,0.0,1.0,0.0,7.1,15,4,24690
2023,1.0,0.0,0.0,5.4,8,3,42990
2022,0.0,0.0,1.0,4.8,398,4,56888
2010,0.0,0.0,1.0,9.3,193721,4,17990
2022,1.0,0.0,0.0,6.1,2832,4,45000
2015,0.0,0.0,1.0,5.2,72887,4,13800
2019,0.0,0.0,1.0,11.6,14927,6,99888
2019,0.0,0.0,1.0,7.4,58875,4,35490
2000,0.0,0.0,1.0,10.5,205870,4,13990
2021,0.0,0.0,1.0,10.4,11591,6,109900
2016,0.0,0.0,1.0,7.5,208351,6,45950
2020,0.0,0.0,1.0,8.6,58592,4,59999
2018,0.0,0.0,1.0,7.9,207661,4,39990
2013,0.0,0.0,1.0,6.4,131930,4,17950
2013,0.0,0.0,1.0,,101068,,31999
2008,0.0,0.0,1.0,11,234622,6,11444
2021,0.0,0.0,1.0,,50,,25888
2019,0.0,0.0,1.0,12.7,44329,8,435000
2019,0.0,0.0,1.0,7.3,96978,4,40880
2020,0.0,0.0,1.0,7.3,49681,4,45888
2018,0.0,0.0,1.0,7.5,96825,4,34990
2022,0.0,1.0,0.0,9.8,7,4,42485
2013,0.0,0.0,1.0,7.4,154913,6,25800
2014,0.0,0.0,1.0,7.4,233563,4,13992
2019,0.0,0.0,1.0,7.9,61231,4,25990
2019,0.0,0.0,1.0,13,125422,8,48888
2017,0.0,0.0,1.0,7.4,41055,4,22990
2011,0.0,0.0,1.0,11.4,129036,6,38995
2009,0.0,0.0,1.0,9.9,224329,4,7500
2022,0.0,1.0,0.0,9.9,55,6,74990
2018,0.0,0.0,1.0,5.7,39966,4,38800
2021,0.0,0.0,1.0,9.3,22152,4,30888
2023,0.0,1.0,0.0,9.4,7,4,43085
2014,0.0,0.0,1.0,7.4,226814,6,21995
2009,0.0,0.0,1.0,8.5,211465,4,35499
2014,0.0,0.0,1.0,11.8,111620,6,29999
2013,0.0,0.0,1.0,6.4,25858,4,42990
2013,0.0,0.0,1.0,,110196,,36900
2012,0.0,0.0,1.0,9.4,251200,5,21888
2003,0.0,0.0,1.0,9,231686,4,6995
2018,0.0,0.0,1.0,6,56202,4,26990
2020,0.0,0.0,1.0,6.8,37089,4,39990
2020,0.0,0.0,1.0,7.3,32294,6,119888
2018,0.0,0.0,1.0,4.2,45930,4,35990
2018,0.0,0.0,1.0,8.4,37175,8,95900
2015,0.0,0.0,1.0,6.9,89987,4,33990
2013,0.0,0.0,1.0,6.4,160539,4,23800
2018,0.0,0.0,1.0,8,149158,4,49999
2007,0.0,0.0,1.0,13,202478,6,11777
2014,0.0,0.0,1.0,8.4,83824,5,21360
2016,0.0,0.0,1.0,9,85220,5,49999
2017,0.0,0.0,1.0,7.3,128480,6,54990
2021,0.0,0.0,1.0,5,42558,3,23980
2011,0.0,0.0,1.0,7.8,173585,6,19950
2016,0.0,0.0,1.0,9.6,73583,6,69880
2021,0.0,0.0,1.0,8.5,17515,4,55888
2020,0.0,0.0,1.0,6,10747,4,34888
2021,0.0,0.0,1.0,8.1,38496,4,27888
2023,0.0,1.0,0.0,5,7,4,36288
2010,0.0,0.0,1.0,12.7,171461,6,31990
2015,0.0,0.0,1.0,7.9,106150,4,34900
2022,0.0,0.0,1.0,5,16008,4,96153
2018,0.0,0.0,1.0,7.4,14334,4,23490
2013,0.0,0.0,1.0,6.7,100726,4,7999
2004,0.0,0.0,1.0,12.2,249659,6,4950
2019,0.0,0.0,1.0,7.9,73025,4,26990
2015,0.0,0.0,1.0,6,35500,4,39999
2003,0.0,0.0,1.0,14.6,142350,6,17999
2015,0.0,0.0,1.0,8.7,291645,4,27990
2011,0.0,0.0,1.0,10,173638,4,23995
2019,0.0,0.0,1.0,13,138591,8,61950
2013,0.0,0.0,1.0,7.8,152513,4,10995
2022,1.0,0.0,0.0,6.3,1420,4,41988
2017,0.0,0.0,1.0,7.6,116142,4,25990
2019,0.0,0.0,1.0,6.5,37136,4,27995
2018,0.0,0.0,1.0,8.9,57186,6,79800
2017,0.0,0.0,1.0,11.8,44746,8,61990
2023,1.0,0.0,0.0,5.4,10,3,42990
2013,0.0,0.0,1.0,9.6,178132,5,32990
2020,0.0,0.0,1.0,7.4,57502,4,20990
2017,0.0,0.0,1.0,6.1,45263,4,39950
2022,0.0,0.0,1.0,7.8,15559,4,74888
2019,0.0,0.0,1.0,6.4,86439,4,18484
2017,0.0,0.0,1.0,6.9,53014,4,27990
2013,0.0,0.0,1.0,6.4,168091,6,34950
2017,0.0,0.0,1.0,6.2,148873,4,27950
2019,0.0,0.0,1.0,4.9,75892,3,22990
2023,0.0,1.0,0.0,9.4,7,4,46388
2007,0.0,0.0,1.0,8.8,228550,4,21990
2016,0.0,0.0,1.0,8.7,70209,6,64950
2010,0.0,0.0,1.0,,204767,,11950
2010,0.0,0.0,1.0,11.5,164145,6,8800
2017,0.0,0.0,1.0,4.1,21931,4,28990
2017,0.0,0.0,1.0,8.5,119289,4,29990
2021,0.0,0.0,1.0,,2987,,46999
2014,0.0,0.0,1.0,,172225,,18999
2013,0.0,0.0,1.0,,56350,,16900
2017,0.0,0.0,1.0,1.9,38597,4,43990
2023,0.0,1.0,0.0,9.4,15,4,42490
2017,0.0,0.0,1.0,5.6,109723,4,22990
2011,0.0,0.0,1.0,9.3,199378,6,25866
2022,0.0,0.0,1.0,6.7,21989,4,15900
2019,0.0,0.0,1.0,6.3,40772,4,49800
2019,0.0,0.0,1.0,6.9,43082,4,27990
2015,0.0,0.0,1.0,7.6,148084,4,33478
2015,0.0,0.0,1.0,5.9,258732,4,7490
2014,0.0,0.0,1.0,8.1,213898,4,29990
1998,0.0,0.0,1.0,0,252221,6,22990
2011,0.0,0.0,1.0,7.9,253034,4,16980
2021,0.0,0.0,1.0,8.3,18700,4,39950
2016,0.0,0.0,1.0,7.4,108026,4,19990
2018,0.0,0.0,1.0,7.8,81518,4,27995
2019,0.0,0.0,1.0,6,108927,4,24888
2022,1.0,0.0,0.0,8.9,21,4,51990
2015,0.0,0.0,1.0,7.1,79645,4,17990
2012,0.0,0.0,1.0,8.5,200595,4,10750
2006,0.0,0.0,1.0,13,172095,6,12990
2018,0.0,0.0,1.0,9.9,52658,6,39999
2021,0.0,0.0,1.0,6.7,16200,4,22990
2013,0.0,0.0,1.0,6.9,51180,4,47950
2016,0.0,0.0,1.0,8.8,109153,4,24800
2018,0.0,0.0,1.0,,48371,,309888
2019,0.0,0.0,1.0,5.2,73164,4,31800
2014,0.0,0.0,1.0,5.5,133000,4,14990
2014,0.0,0.0,1.0,6,50400,4,34950
2000,0.0,0.0,1.0,9,211114,4,4550
2019,0.0,0.0,1.0,6.3,103880,4,13999
2013,0.0,0.0,1.0,7.2,96634,4,31950
2017,0.0,0.0,1.0,4.2,32217,4,25800
2015,0.0,0.0,1.0,6,157318,4,11990
2018,0.0,0.0,1.0,8.4,14732,4,46990
2022,0.0,0.0,1.0,4.8,23212,4,56990
2022,1.0,0.0,0.0,0,71,0,49709
2021,0.0,0.0,1.0,6.6,53188,4,24990
2011,0.0,0.0,1.0,,107240,,8990
2020,0.0,0.0,1.0,0,51547,0,62990
2020,0.0,0.0,1.0,3.8,56859,3,32777
2015,0.0,0.0,1.0,5.4,71815,4,28990
2019,0.0,0.0,1.0,6.7,12890,3,23880
2011,0.0,0.0,1.0,8.5,214398,6,16999
2022,0.0,1.0,0.0,0,15,0,50490
2021,0.0,0.0,1.0,5.4,16615,4,21888
2007,0.0,0.0,1.0,9.3,259770,4,20990
2022,0.0,0.0,1.0,7.2,4368,6,299900
2015,0.0,0.0,1.0,,117841,,32999
2020,0.0,0.0,1.0,7.5,61227,4,33990
2017,0.0,0.0,1.0,6.9,100023,4,23990
2002,0.0,0.0,1.0,,190210,,12990
2021,0.0,0.0,1.0,4.2,44200,4,32888
2023,0.0,0.0,1.0,,1084,,67888
2019,0.0,0.0,1.0,8.9,131554,5,50705
1997,0.0,0.0,1.0,12.5,211441,6,6950
2019,0.0,0.0,1.0,8,53477,4,39990
2016,0.0,0.0,1.0,6.1,40657,4,38888
2014,0.0,0.0,1.0,8.8,147106,4,22990
2023,0.0,1.0,0.0,6.9,15,4,29640
2019,0.0,0.0,1.0,7.5,87740,4,31950
2022,0.0,1.0,0.0,8.4,15,4,46490
2022,0.0,1.0,0.0,7.3,9,4,34868
2013,0.0,0.0,1.0,8.2,191285,4,12990
2013,0.0,0.0,1.0,7.7,109214,4,21990
2010,0.0,0.0,1.0,12.1,157266,6,59950
2020,0.0,0.0,1.0,7.2,35165,4,29999
2022,0.0,0.0,1.0,8.1,6530,4,39990
2010,0.0,0.0,1.0,9.7,330147,6,5999
2010,0.0,0.0,1.0,10.6,211824,4,12999
2011,0.0,0.0,1.0,10.4,287886,4,20990
2016,0.0,0.0,1.0,9,142136,4,32500
1986,0.0,0.0,1.0,17,136947,12,69990
2023,0.0,1.0,0.0,8.8,7,4,78288
2016,0.0,0.0,1.0,9,182622,5,33990
2011,0.0,0.0,1.0,9.8,190936,4,17990
2015,0.0,0.0,1.0,9.1,157767,4,32800
2016,0.0,0.0,1.0,5.8,53148,4,22990
2018,0.0,0.0,1.0,9.9,101097,6,31990
2013,0.0,0.0,1.0,6.4,86819,6,38999
2018,0.0,0.0,1.0,4.2,45591,4,37999
2023,1.0,0.0,0.0,6.1,560,4,44888
2002,0.0,0.0,1.0,12.5,321255,6,2995
2019,0.0,0.0,1.0,8.8,165800,4,33990
2012,0.0,0.0,1.0,5.8,49427,4,19800
2016,0.0,0.0,1.0,7.1,154124,4,13990
2014,0.0,0.0,1.0,9.4,156597,4,25995
2015,0.0,0.0,1.0,6.4,47685,4,22990
2015,0.0,0.0,1.0,6.2,157135,4,34999
2014,0.0,0.0,1.0,6.7,61183,4,21999
2021,0.0,0.0,1.0,4.8,34221,4,64990
2019,0.0,0.0,1.0,6.7,96831,4,31999
2023,0.0,1.0,0.0,0,11,0,57709
2018,0.0,0.0,1.0,5.1,81087,4,21990
2006,0.0,0.0,1.0,7.8,222315,4,6350
2016,0.0,0.0,1.0,9.2,230441,5,28880
2018,0.0,0.0,1.0,5.8,115923,4,16388
2022,0.0,0.0,1.0,6.9,15647,4,46880
2019,0.0,0.0,1.0,8.3,54300,4,24990
2012,0.0,0.0,1.0,6.8,156472,4,14990
2009,0.0,0.0,1.0,10.5,236333,4,6995
2021,0.0,0.0,1.0,7.4,15240,4,65990
2013,0.0,0.0,1.0,6.3,101884,4,19900
2019,0.0,0.0,1.0,6,78160,4,31995
2017,0.0,0.0,1.0,9.5,138667,6,37990
2019,0.0,0.0,1.0,,43271,,42400
2013,0.0,0.0,1.0,6.8,59409,4,15995
2014,0.0,0.0,1.0,,95586,,32999
2014,0.0,0.0,1.0,5.3,72737,4,14995
2018,0.0,0.0,1.0,9.1,109778,6,29990
2017,0.0,0.0,1.0,5.9,81101,4,34990
2023,0.0,1.0,0.0,9.4,12,4,44085
2023,0.0,0.0,1.0,,104,,67888
2021,0.0,0.0,1.0,5.7,20022,4,54880
2019,0.0,0.0,1.0,5.9,34580,6,74800
2015,0.0,0.0,1.0,5.7,124085,4,23990
2020,0.0,0.0,1.0,7.6,58132,4,24990
2015,0.0,0.0,1.0,8.9,194655,4,28995
2004,0.0,0.0,1.0,0,213745,6,9800
2018,0.0,0.0,1.0,6.1,67820,4,24990
2018,0.0,0.0,1.0,9.1,49156,6,39990
2016,0.0,0.0,1.0,8.1,76892,4,37990
2020,0.0,0.0,1.0,8.2,8399,6,118888
2012,0.0,0.0,1.0,11.5,325999,8,49990
2017,0.0,0.0,1.0,7.6,129614,4,32999
2022,1.0,0.0,0.0,5,1232,3,37990
2003,0.0,0.0,1.0,7.8,146007,4,3990
2023,0.0,1.0,0.0,9.4,7,4,48085
2020,0.0,0.0,1.0,7.2,56495,4,28888
2014,0.0,0.0,1.0,7.4,71634,6,36800
2016,0.0,0.0,1.0,7,145064,4,11990
2017,0.0,0.0,1.0,6.6,67704,4,36800
2022,0.0,0.0,1.0,8.2,14350,4,54888
2013,0.0,0.0,1.0,6.6,187716,4,15989
2022,0.0,0.0,1.0,5.3,11284,3,29888
2018,0.0,0.0,1.0,7.6,69804,4,43800
2022,1.0,0.0,0.0,7.3,14,4,57990
2019,0.0,0.0,1.0,10,44800,6,144880
2018,0.0,0.0,1.0,7.3,123995,4,28999
2018,0.0,0.0,1.0,8.3,62669,4,31990
2008,0.0,0.0,1.0,11,191428,4,14850
2005,0.0,0.0,1.0,0,391968,6,5999
2015,0.0,0.0,1.0,8.3,65112,6,82950
2020,0.0,0.0,1.0,5.4,22810,4,28490
2020,0.0,0.0,1.0,8.1,51859,4,52800
2021,0.0,0.0,1.0,6.3,8524,4,43888
2018,0.0,0.0,1.0,6.4,50352,4,20888
2018,0.0,0.0,1.0,7.9,84230,4,21999
2016,0.0,0.0,1.0,7.2,64732,4,35800
2012,0.0,0.0,1.0,11.8,228875,4,32990
2020,0.0,0.0,1.0,12.2,93862,8,75888
2007,0.0,0.0,1.0,,113202,,45888
2005,0.0,0.0,1.0,7.9,175185,4,5550
2009,0.0,0.0,1.0,11.8,423077,6,7499
2017,0.0,0.0,1.0,5.9,51923,4,23890
2017,0.0,0.0,1.0,6.7,58586,4,30990
2015,0.0,0.0,1.0,8.3,78291,4,22990
2023,1.0,0.0,0.0,,10,,68490
2017,0.0,0.0,1.0,4.1,21398,4,29990
2018,0.0,0.0,1.0,10.2,114501,6,39999
2002,0.0,0.0,1.0,13,220369,8,43990
2017,0.0,0.0,1.0,5.5,28000,4,41500
2018,0.0,0.0,1.0,7.7,55912,4,22990
