Year,UORN_D,UORN_N,UORN_U,FuelConsumption,Kilometres,CylindersinEngine,Price
2019,0.0,0.0,1.0,5.4,92297,4,16990
2022,1.0,0.0,0.0,6.6,2165,4,39990
2021,0.0,0.0,1.0,7.2,53693,4,35999
2006,0.0,0.0,1.0,8.6,133205,4,6990
2010,0.0,0.0,1.0,8.1,173234,4,16490
2015,0.0,0.0,1.0,7.5,150276,6,25965
2018,0.0,0.0,1.0,5.9,34452,4,33990
2022,0.0,0.0,1.0,6.4,14085,4,34990
2020,0.0,0.0,1.0,7.8,155784,4,25980
2017,0.0,0.0,1.0,7,75852,4,38990
2019,0.0,0.0,1.0,6.4,61067,3,22999
2016,0.0,0.0,1.0,9,62286,5,48990
2017,0.0,0.0,1.0,11.1,126646,4,22880
2016,0.0,0.0,1.0,7.5,124359,6,29990
2021,0.0,0.0,1.0,5.3,45214,3,26990
2014,0.0,0.0,1.0,6.1,142300,6,46990
2018,0.0,0.0,1.0,6.5,30924,4,26999
2008,0.0,0.0,1.0,15.5,207527,8,9985
2014,0.0,0.0,1.0,7.9,176895,4,17990
2016,0.0,0.0,1.0,7.8,155823,4,35990
2019,0.0,0.0,1.0,6.8,91842,4,26988
2015,0.0,0.0,1.0,8.3,295000,4,24990
2020,0.0,0.0,1.0,8,63000,4,76999
2020,0.0,0.0,1.0,6.7,25000,4,34990
2023,0.0,1.0,0.0,7.3,20,3,32990
2021,0.0,0.0,1.0,6.1,45360,4,44999
2018,0.0,0.0,1.0,8.9,46715,6,36265
2018,0.0,0.0,1.0,7.7,82858,4,29910
2014,0.0,0.0,1.0,8.5,118041,4,40990
2012,0.0,0.0,1.0,7.9,327430,4,7999
2014,0.0,0.0,1.0,14.6,51008,8,42990
2018,0.0,0.0,1.0,8,180901,4,52990
2020,0.0,0.0,1.0,7.9,38444,4,57885
2018,0.0,0.0,1.0,7,144081,4,29990
2015,0.0,0.0,1.0,6.5,92532,4,18580
2014,0.0,0.0,1.0,,201000,,16499
2016,0.0,0.0,1.0,7.3,37620,4,21947
2017,0.0,0.0,1.0,7.6,45107,4,49990
2017,0.0,0.0,1.0,8.6,85873,4,35880
2021,0.0,0.0,1.0,6.4,14500,4,38990
2022,0.0,0.0,1.0,8.5,5204,4,56990
2017,0.0,0.0,1.0,7.5,93652,4,24990
2017,0.0,0.0,1.0,8.8,49860,4,52900
2020,0.0,0.0,1.0,7.3,24869,4,37999
2009,0.0,0.0,1.0,,166000,4,14990
2022,0.0,1.0,0.0,9.9,35,6,76990
2009,0.0,0.0,1.0,9.8,227457,4,14990
2019,0.0,0.0,1.0,8,50849,4,68999
2023,0.0,1.0,0.0,9.7,5,4,51600
2017,0.0,0.0,1.0,9.4,111729,4,24760
2011,0.0,0.0,1.0,10.5,260857,4,16999
2021,0.0,0.0,1.0,4.8,22658,4,58880
2006,0.0,0.0,1.0,16.4,365219,8,24990
2020,0.0,0.0,1.0,7.2,55365,4,26880
2016,0.0,0.0,1.0,7.4,94320,4,22990
2010,0.0,0.0,1.0,9.5,220000,4,28990
2007,0.0,0.0,1.0,10.3,179950,8,64490
2016,0.0,0.0,1.0,6.9,62843,4,24900
2016,0.0,0.0,1.0,7.1,117370,4,23990
2021,0.0,0.0,1.0,7.3,19552,4,39990
2004,0.0,0.0,1.0,11.5,152093,6,8990
2021,0.0,0.0,1.0,6.9,24781,4,35999
2015,0.0,0.0,1.0,7.4,80141,4,24990
2019,0.0,0.0,1.0,7.4,22754,4,24880
2018,0.0,0.0,1.0,8.5,149433,4,39750
2008,0.0,0.0,1.0,,193853,,9980
2019,0.0,0.0,1.0,6.4,27984,4,39880
2019,0.0,0.0,1.0,8,107103,4,59990
2020,0.0,0.0,1.0,7.2,54778,4,68880
2021,0.0,0.0,1.0,7.2,50811,4,31977
2020,0.0,0.0,1.0,7.3,28300,4,24955
2021,0.0,0.0,1.0,8.1,43275,4,68880
2011,0.0,0.0,1.0,,133269,,10480
2012,0.0,0.0,1.0,7.8,183775,4,13990
2020,0.0,0.0,1.0,7.4,65197,4,21490
2010,0.0,0.0,1.0,5.6,146109,4,9990
2015,0.0,0.0,1.0,7,99701,4,31990
2019,0.0,0.0,1.0,7.2,53622,4,23990
2019,0.0,0.0,1.0,7.4,50974,4,22980
2016,0.0,0.0,1.0,8.1,144528,4,39990
2016,0.0,0.0,1.0,6.2,60549,4,15888
2018,0.0,0.0,1.0,6.1,73264,4,28982
2017,0.0,0.0,1.0,5.9,60497,4,41880
2012,0.0,0.0,1.0,9.8,255087,4,9999
2019,0.0,0.0,1.0,4.9,15750,4,21990
2016,0.0,0.0,1.0,9.1,140785,4,21990
2018,0.0,0.0,1.0,8.6,95112,4,31850
2018,0.0,0.0,1.0,10,143775,5,30998
2011,0.0,0.0,1.0,,198311,,11990
2019,0.0,0.0,1.0,7.3,40731,4,34996
2017,0.0,0.0,1.0,5.6,80770,4,51888
2013,0.0,0.0,1.0,7.5,79953,4,26982
2022,0.0,0.0,1.0,5.4,31626,4,19990
2020,0.0,0.0,1.0,7.4,21102,4,57999
2018,0.0,0.0,1.0,6.9,35873,4,29933
2018,0.0,0.0,1.0,8.5,26900,4,35990
2012,0.0,0.0,1.0,,119534,,10990
2020,0.0,0.0,1.0,8.5,83782,4,49990
2009,0.0,0.0,1.0,3.9,113997,4,16990
2022,1.0,0.0,0.0,6.3,5864,4,44888
2019,0.0,0.0,1.0,8.6,94279,4,37980
2015,0.0,0.0,1.0,7.4,58518,4,27999
2018,0.0,0.0,1.0,9,194945,4,39795
2018,0.0,0.0,1.0,6.6,152362,4,14950
2022,0.0,0.0,1.0,0,5740,0,126888
2020,0.0,0.0,1.0,7.3,29146,3,25999
2015,0.0,0.0,1.0,7.1,131038,4,15950
2016,0.0,0.0,1.0,9.5,81528,6,31990
2018,0.0,0.0,1.0,9.1,68446,6,40888
2017,0.0,0.0,1.0,8.1,137633,4,33988
2022,0.0,0.0,1.0,6.2,40,4,33990
2014,0.0,0.0,1.0,7.8,105000,4,19990
2019,0.0,0.0,1.0,7.1,32925,4,32969
2011,0.0,0.0,1.0,6.4,181667,4,11999
2012,0.0,0.0,1.0,,205000,,8990
2016,0.0,0.0,1.0,6.3,28500,4,18500
2023,0.0,0.0,1.0,7.4,5213,4,47990
2018,0.0,0.0,1.0,8.3,86598,4,28990
2020,0.0,0.0,1.0,7.3,54001,4,27999
2016,0.0,0.0,1.0,6.6,98000,4,21990
2006,0.0,0.0,1.0,9.8,170018,4,7490
2017,0.0,0.0,1.0,,114607,,25999
2017,0.0,0.0,1.0,5.8,74100,4,21999
2020,0.0,0.0,1.0,7.6,48501,4,31990
2016,0.0,0.0,1.0,7.9,90301,4,24888
2022,1.0,0.0,0.0,7.3,21,3,29888
2022,0.0,0.0,1.0,6.4,15234,4,34990
2021,0.0,0.0,1.0,7.6,64125,4,27888
2021,0.0,0.0,1.0,6.5,43265,4,38775
2014,0.0,0.0,1.0,8,101711,4,33990
2019,0.0,0.0,1.0,,79732,,53490
2023,1.0,0.0,0.0,5.4,2011,4,92990
2022,0.0,0.0,1.0,9.4,3440,4,49990
2013,0.0,0.0,1.0,5,163803,4,17990
2007,0.0,0.0,1.0,9.6,205676,4,14990
2015,0.0,0.0,1.0,8.4,142948,4,19950
2015,0.0,0.0,1.0,7.4,75802,4,13990
2018,0.0,0.0,1.0,9,59560,4,37990
2011,0.0,0.0,1.0,9,260554,4,10999
2010,0.0,0.0,1.0,9.3,171043,6,8995
2013,0.0,0.0,1.0,9.1,254296,4,16990
2022,0.0,0.0,1.0,,18471,,54990
2019,0.0,0.0,1.0,4.8,69333,4,18995
2018,0.0,0.0,1.0,12.7,68882,8,56873
2018,0.0,0.0,1.0,6.3,45725,4,22990
2017,0.0,0.0,1.0,9.1,62640,4,41990
2021,0.0,0.0,1.0,8.5,35301,4,31990
2013,0.0,0.0,1.0,8.9,194490,5,21990
2015,0.0,0.0,1.0,6.3,116755,4,26990
2020,0.0,0.0,1.0,7.3,33580,4,49990
2015,0.0,0.0,1.0,6.2,164125,4,12999
2009,0.0,0.0,1.0,8.8,138050,4,12990
2021,0.0,0.0,1.0,7.3,10150,4,43990
2020,0.0,0.0,1.0,6.5,87376,4,38995
2022,0.0,0.0,1.0,8.5,2022,4,52990
2018,0.0,0.0,1.0,6.6,130385,4,15950
2008,0.0,0.0,1.0,10.5,179720,6,16990
2019,0.0,0.0,1.0,7.2,91768,4,29950
2018,0.0,0.0,1.0,6.2,32265,4,34980
2023,0.0,0.0,1.0,6.9,20,4,37690
2011,0.0,0.0,1.0,10.7,283000,6,13999
2018,0.0,0.0,1.0,6,42041,4,25990
2022,0.0,0.0,1.0,6.1,23037,4,59990
2021,1.0,0.0,0.0,7.7,1548,4,29990
2015,0.0,0.0,1.0,,91000,,35999
2021,0.0,0.0,1.0,5.3,45705,3,27990
2023,0.0,0.0,1.0,8.6,17,4,65940
2015,0.0,0.0,1.0,5.7,96535,4,23888
2020,0.0,0.0,1.0,7.2,34052,4,51990
2017,0.0,0.0,1.0,15,74870,8,92990
2014,0.0,0.0,1.0,9.8,106017,6,23895
2022,0.0,0.0,1.0,6.7,25041,4,25990
2020,0.0,0.0,1.0,7,36974,4,67990
2020,0.0,0.0,1.0,7,53913,4,49990
2014,0.0,0.0,1.0,6.5,64100,4,12999
2020,0.0,0.0,1.0,7.9,57800,4,64888
2015,0.0,0.0,1.0,8.3,239674,4,35950
2017,0.0,0.0,1.0,6.6,186125,4,16999
2019,0.0,0.0,1.0,6.7,90069,4,17026
2016,0.0,0.0,1.0,7.4,162777,4,17500
2021,0.0,0.0,1.0,9.3,31200,4,44990
2007,0.0,0.0,1.0,8.6,526162,4,9999
2022,0.0,0.0,1.0,7.7,20811,4,49990
2015,0.0,0.0,1.0,6.3,146211,4,12999
2023,1.0,0.0,0.0,8.6,1501,4,57790
2008,0.0,0.0,1.0,9.5,166711,6,14999
2021,1.0,0.0,0.0,9,1521,4,38490
2010,0.0,0.0,1.0,12.8,333480,6,6999
2017,0.0,0.0,1.0,9,34400,5,56950
2021,0.0,0.0,1.0,4.7,54465,4,48880
2009,0.0,0.0,1.0,7.1,110085,4,9990
2012,0.0,0.0,1.0,7.8,69967,4,18990
2012,0.0,0.0,1.0,7.4,170330,4,14990
1989,0.0,0.0,1.0,,117552,,19999
2023,0.0,0.0,1.0,8.3,10,4,38290
2016,0.0,0.0,1.0,8.8,152180,6,21990
2020,0.0,0.0,1.0,7.9,77012,4,84880
2017,0.0,0.0,1.0,,103767,,104990
2022,0.0,0.0,1.0,6.8,10061,4,33989
2004,0.0,0.0,1.0,0,262037,8,31995
2017,0.0,0.0,1.0,8,128909,4,54980
2021,0.0,0.0,1.0,9.4,14886,4,37997
2023,1.0,0.0,0.0,9.9,12,6,138358
2023,0.0,1.0,0.0,4.8,4,4,26585
2007,0.0,0.0,1.0,7.8,227082,4,4999
2010,0.0,0.0,1.0,9.3,159001,4,12988
2011,0.0,0.0,1.0,10.2,208717,6,17990
2019,0.0,0.0,1.0,8.5,88325,4,62990
2015,0.0,0.0,1.0,11.7,119632,8,32990
2017,0.0,0.0,1.0,5.1,147531,4,35888
2012,0.0,0.0,1.0,8.3,235437,6,15997
2022,0.0,1.0,0.0,1.7,5,4,52690
2014,0.0,0.0,1.0,10.6,204200,6,21999
2017,0.0,0.0,1.0,8.8,122259,4,28990
2016,0.0,0.0,1.0,9.8,145530,4,28880
2013,0.0,0.0,1.0,7.4,127810,4,20880
2018,0.0,0.0,1.0,8.1,9785,4,59990
2010,0.0,0.0,1.0,10.4,84168,6,15990
2011,0.0,0.0,1.0,10.9,216452,6,10999
2014,0.0,0.0,1.0,1.9,171292,4,17999
2015,0.0,0.0,1.0,4.5,101686,4,19990
2012,0.0,0.0,1.0,9.5,127595,6,27950
2018,0.0,0.0,1.0,4.2,63736,4,33880
2009,0.0,0.0,1.0,9,188517,6,11990
2005,0.0,0.0,1.0,11.4,251243,6,8499
2018,0.0,0.0,1.0,7.7,108153,4,45888
2017,0.0,0.0,1.0,7.9,59072,4,28856
2016,0.0,0.0,1.0,7.1,54357,4,25990
2006,0.0,0.0,1.0,14.5,138970,8,19990
2020,0.0,0.0,1.0,6.2,25326,4,21990
2002,0.0,0.0,1.0,0,326200,6,32999
1981,0.0,0.0,1.0,,60400,4,19600
2017,0.0,0.0,1.0,12.6,27786,8,61990
2011,0.0,0.0,1.0,9.2,211820,4,16490
2013,0.0,0.0,1.0,7.9,142825,4,15990
2016,0.0,0.0,1.0,6,134292,4,41888
2013,0.0,0.0,1.0,7.3,117693,4,13398
2021,0.0,0.0,1.0,7.2,18985,4,52990
2015,0.0,0.0,1.0,7.1,136048,4,22990
2011,0.0,0.0,1.0,11.4,223000,6,15999
2016,0.0,0.0,1.0,6.3,49482,4,24990
2009,0.0,0.0,1.0,10.5,215000,4,14999
2021,0.0,0.0,1.0,4.3,21958,4,47888
2021,0.0,0.0,1.0,8,42145,4,47990
2020,0.0,0.0,1.0,7.6,57342,4,28490
2011,0.0,0.0,1.0,11,131200,6,18999
2016,0.0,0.0,1.0,6,131621,4,31444
2018,0.0,0.0,1.0,7.5,118759,4,27888
2012,0.0,0.0,1.0,9.2,178889,4,17988
2009,0.0,0.0,1.0,9.7,208276,4,14900
2016,0.0,0.0,1.0,8.4,117845,4,33888
2017,0.0,0.0,1.0,,94000,,19999
2018,0.0,0.0,1.0,7.5,61390,4,34988
2020,0.0,0.0,1.0,4.8,59813,4,44888
2021,0.0,0.0,1.0,4.2,9383,4,34990
2020,0.0,0.0,1.0,4.7,55743,4,45990
2018,0.0,0.0,1.0,8.9,90185,6,24990
2014,0.0,0.0,1.0,5.8,112651,4,15990
2022,0.0,0.0,1.0,7.4,27655,4,28490
2019,0.0,0.0,1.0,6.5,105283,4,44990
2020,0.0,0.0,1.0,9.9,86141,6,34990
2022,1.0,0.0,0.0,6.2,2495,4,34888
2020,0.0,0.0,1.0,7.4,50245,4,25990
2020,0.0,0.0,1.0,7.4,51180,4,24850
2019,0.0,0.0,1.0,7.3,54675,6,114888
2021,0.0,0.0,1.0,6.8,13565,4,34880
2019,0.0,0.0,1.0,,54719,,17990
2014,0.0,0.0,1.0,5.8,119724,4,16990
2017,0.0,0.0,1.0,9,221150,5,33997
2017,0.0,0.0,1.0,,79786,,18990
2017,0.0,0.0,1.0,7,39355,4,33980
2023,0.0,0.0,1.0,6.7,942,4,19490
2019,0.0,0.0,1.0,7.9,57081,4,28888
2004,0.0,0.0,1.0,16,156458,8,35990
2017,0.0,0.0,1.0,6.9,55313,4,21490
2022,0.0,0.0,1.0,7.6,8526,4,59873
2023,0.0,1.0,0.0,7.3,25,3,34990
2017,0.0,0.0,1.0,6.1,94167,4,20999
2021,0.0,0.0,1.0,3.8,23072,3,39990
2019,0.0,0.0,1.0,14,56452,8,89990
2019,0.0,0.0,1.0,7.4,49271,4,35990
2022,0.0,0.0,1.0,5.9,424,4,36990
2016,0.0,0.0,1.0,8,104075,4,34498
2015,0.0,0.0,1.0,9.3,77989,6,18900
2016,0.0,0.0,1.0,7.3,134324,4,21990
2022,0.0,0.0,1.0,8.5,1609,4,66990
2018,0.0,0.0,1.0,5.1,43187,3,22887
2016,0.0,0.0,1.0,5.8,98343,4,27980
2022,0.0,1.0,0.0,10.6,,6,89990
2011,0.0,0.0,1.0,9.2,227714,4,26980
2022,1.0,0.0,0.0,9.7,1200,6,79990
2016,0.0,0.0,1.0,7,139397,4,17880
2015,0.0,0.0,1.0,7.3,217309,4,22980
2020,0.0,0.0,1.0,7.2,97922,4,26990
2020,0.0,0.0,1.0,7.4,30167,4,41900
2016,0.0,0.0,1.0,5.7,80791,4,28888
2007,0.0,0.0,1.0,9.1,202268,4,11490
2017,0.0,0.0,1.0,9,162486,4,32990
2013,0.0,0.0,1.0,11.3,139602,6,23990
2017,0.0,0.0,1.0,12.6,30808,8,53999
2010,0.0,0.0,1.0,6.3,191300,4,15998
2020,0.0,0.0,1.0,4.8,18723,4,54850
2009,0.0,0.0,1.0,10.2,199000,6,8990
2017,0.0,0.0,1.0,11.8,68500,8,58450
2017,0.0,0.0,1.0,5.7,117284,4,28990
2016,0.0,0.0,1.0,6.3,83891,4,22990
2012,0.0,0.0,1.0,6.1,78130,4,12990
2023,1.0,0.0,0.0,9.7,1562,6,79990
2019,0.0,0.0,1.0,,72900,,38850
2010,0.0,0.0,1.0,,110338,,22990
2007,0.0,0.0,1.0,9.9,171464,6,10500
2002,0.0,0.0,1.0,8.5,173158,4,7985
2017,0.0,0.0,1.0,8.6,76214,4,37990
2006,0.0,0.0,1.0,11.7,80230,6,13990
2015,0.0,0.0,1.0,10.4,80768,6,32990
2018,0.0,0.0,1.0,6.4,61643,4,24888
2010,0.0,0.0,1.0,7.9,121069,4,9999
2021,0.0,0.0,1.0,7.3,19125,4,42990
2020,0.0,0.0,1.0,,89026,,39990
2018,0.0,0.0,1.0,7.8,90758,4,27990
2017,0.0,0.0,1.0,9.6,79475,4,24956
2011,0.0,0.0,1.0,9.1,109883,4,18990
2018,0.0,0.0,1.0,9,73350,4,41490
2019,0.0,0.0,1.0,8.6,32318,4,43990
2017,0.0,0.0,1.0,7.4,85572,4,19990
2005,0.0,0.0,1.0,7.8,198278,4,4990
2014,0.0,0.0,1.0,8.5,293205,4,34990
2016,0.0,0.0,1.0,7.4,124708,4,12990
2022,1.0,0.0,0.0,4.9,2025,4,21980
2019,0.0,0.0,1.0,8.7,75770,4,43850
2017,0.0,0.0,1.0,5.8,50888,4,26990
2020,0.0,0.0,1.0,7.9,15398,4,37990
2019,0.0,0.0,1.0,9.9,69427,6,36999
2010,0.0,0.0,1.0,9.2,179000,4,9990
2014,0.0,0.0,1.0,,223214,,19990
2023,0.0,1.0,0.0,8.7,6,4,56440
2020,0.0,0.0,1.0,7.6,69719,4,27888
2014,0.0,0.0,1.0,11,164000,6,19990
2022,0.0,0.0,1.0,8.6,3476,4,36979
2019,0.0,0.0,1.0,10.8,75614,6,37990
2021,0.0,0.0,1.0,10.9,15918,4,33990
2021,0.0,0.0,1.0,4.7,23435,4,55990
2020,0.0,0.0,1.0,5.1,37282,3,23873
2021,0.0,0.0,1.0,4.2,44113,4,33990
2022,0.0,0.0,1.0,4.2,22506,4,35990
2021,0.0,0.0,1.0,12.2,31792,8,156990
2022,0.0,1.0,0.0,,65,,106990
2012,0.0,0.0,1.0,5.7,171457,4,7880
2018,0.0,0.0,1.0,8.9,86291,4,44990
2011,0.0,0.0,1.0,8.2,208133,4,9990
2019,0.0,0.0,1.0,7.5,180618,4,27990
2022,0.0,0.0,1.0,6.2,31,4,37990
2016,0.0,0.0,1.0,,77171,,42888
2023,0.0,1.0,0.0,7.3,5,3,32990
2018,0.0,0.0,1.0,8.5,97539,4,45990
2011,0.0,0.0,1.0,8.9,157000,4,7999
2022,1.0,0.0,0.0,8.4,2001,4,65999
2012,0.0,0.0,1.0,7.5,185664,4,10999
2012,0.0,0.0,1.0,9.1,191239,4,13990
2022,0.0,1.0,0.0,8.6,10,4,38880
2014,0.0,0.0,1.0,8.3,164125,4,18999
2006,0.0,0.0,1.0,9.5,226735,4,13988
2010,0.0,0.0,1.0,8.8,233494,4,10999
2011,0.0,0.0,1.0,9.3,209846,4,20222
2019,0.0,0.0,1.0,10.9,86524,4,27650
2004,0.0,0.0,1.0,11,203813,6,6990
2015,0.0,0.0,1.0,7.6,135022,4,23990
2008,0.0,0.0,1.0,9.9,273046,6,5990
2014,0.0,0.0,1.0,7.3,130125,4,14999
2014,0.0,0.0,1.0,8.1,58123,4,20990
2018,0.0,0.0,1.0,7.8,125284,4,24990
2013,0.0,0.0,1.0,6.4,188647,4,10999
2022,0.0,1.0,0.0,9.8,,4,40990
2010,0.0,0.0,1.0,7.3,88821,4,18988
2006,0.0,0.0,1.0,8,247025,4,5990
2019,0.0,0.0,1.0,6.9,72713,4,28989
2017,0.0,0.0,1.0,7.4,37012,4,22990
2014,0.0,0.0,1.0,8.6,142950,4,24990
2022,1.0,0.0,0.0,6.7,11,4,18786
2003,0.0,0.0,1.0,0,401826,4,8999
2009,0.0,0.0,1.0,9.6,134200,6,18999
2019,0.0,0.0,1.0,7,126762,4,38999
2012,0.0,0.0,1.0,10.9,238466,4,29990
2008,0.0,0.0,1.0,9.2,512870,4,11998
2022,0.0,1.0,0.0,1.7,23,4,53690
2016,0.0,0.0,1.0,7.3,48225,4,18895
2013,0.0,0.0,1.0,7.6,106312,4,13990
2004,0.0,0.0,1.0,10,141965,6,10888
2021,0.0,0.0,1.0,0,14425,6,168888
2012,0.0,0.0,1.0,6.8,93635,4,9990
2006,0.0,0.0,1.0,9.1,281100,4,14990
2016,0.0,0.0,1.0,9,59012,4,38990
2007,0.0,0.0,1.0,7.8,177223,4,4999
2022,1.0,0.0,0.0,12.5,2840,8,219888
2020,0.0,0.0,1.0,10.6,33013,6,35880
2005,0.0,0.0,1.0,5.9,154185,4,2999
2017,0.0,0.0,1.0,6.8,63057,4,26990
2017,0.0,0.0,1.0,5.4,102302,4,14990
2023,0.0,1.0,0.0,6.1,4,4,33585
2020,0.0,0.0,1.0,6.9,30354,4,31990
2014,0.0,0.0,1.0,5.4,113998,4,17999
2017,0.0,0.0,1.0,6.9,53340,4,27890
2020,0.0,0.0,1.0,9.7,39334,6,42990
2018,0.0,0.0,1.0,9.6,82948,6,55990
2020,0.0,0.0,1.0,7.4,34421,4,26990
2021,0.0,0.0,1.0,7.4,23358,4,65990
2019,0.0,0.0,1.0,8.7,105765,5,44990
2017,0.0,0.0,1.0,9.5,154870,8,93990
2012,0.0,0.0,1.0,,67562,,32850
2023,1.0,0.0,0.0,7.7,14,4,46250
2009,0.0,0.0,1.0,8.2,107823,4,15990
2001,0.0,0.0,1.0,13,330278,6,3999
2017,0.0,0.0,1.0,7.2,90560,4,23990
2008,0.0,0.0,1.0,11.7,137752,6,26490
2015,0.0,0.0,1.0,6.5,166395,4,41999
2019,0.0,0.0,1.0,7.4,212380,4,21990
2022,0.0,0.0,1.0,14.4,34393,8,97995
2018,0.0,0.0,1.0,9.7,86659,5,45995
2006,0.0,0.0,1.0,14,181600,8,14499
2021,0.0,0.0,1.0,7.2,27947,4,33990
2022,1.0,0.0,0.0,0,10,0,79990
2007,0.0,0.0,1.0,8.3,90855,4,16999
2016,0.0,0.0,1.0,11.8,133754,8,51990
2021,0.0,0.0,1.0,7.4,35336,4,26990
2021,0.0,0.0,1.0,6.2,57665,4,25990
2020,0.0,0.0,1.0,4.2,51689,4,31995
2008,0.0,0.0,1.0,6.3,166977,4,8499
2021,0.0,0.0,1.0,8.1,30347,4,30990
2011,0.0,0.0,1.0,,102773,,21990
2004,0.0,0.0,1.0,10,201123,4,1200
2020,0.0,0.0,1.0,7.3,32294,4,27990
2017,0.0,0.0,1.0,7.6,138710,4,36990
2021,0.0,0.0,1.0,7.4,29083,4,63990
2023,0.0,1.0,0.0,6.9,12,4,26990
2022,1.0,0.0,0.0,6,2469,4,39990
2021,0.0,0.0,1.0,6.6,23006,4,28990
2023,0.0,1.0,0.0,8.1,12,4,56495
2022,0.0,1.0,0.0,12.2,70,8,159900
2008,0.0,0.0,1.0,9.4,120350,4,5400
2011,0.0,0.0,1.0,8.8,157318,4,13643
2020,0.0,0.0,1.0,7.4,50455,4,22990
2021,0.0,0.0,1.0,7.4,4707,4,42990
2018,0.0,0.0,1.0,6.8,98797,4,25863
2022,0.0,0.0,1.0,8.2,9059,4,54990
2023,0.0,1.0,0.0,10.2,20,4,37540
2022,0.0,1.0,0.0,4.8,10,4,26585
2023,1.0,0.0,0.0,8.6,124,4,53532
2023,0.0,1.0,0.0,10.2,10,4,37040
2015,0.0,0.0,1.0,8,143000,4,29999
2023,0.0,1.0,0.0,8.6,12,4,52230
2009,0.0,0.0,1.0,11,238913,6,11990
2023,0.0,1.0,0.0,7.7,12,4,46770
2021,0.0,1.0,0.0,,10,,27990
2023,1.0,0.0,0.0,7.2,19,4,32835
2016,0.0,0.0,1.0,7.4,68913,4,13999
2013,0.0,0.0,1.0,8.2,141007,4,11999
2019,0.0,0.0,1.0,10.2,41201,6,47990
2011,0.0,0.0,1.0,7,178043,4,7999
2015,0.0,0.0,1.0,10.2,65301,6,30887
2022,0.0,0.0,1.0,7.6,17595,4,31990
2018,0.0,0.0,1.0,7.3,38795,4,29980
2012,0.0,0.0,1.0,11,159647,4,13999
2021,0.0,0.0,1.0,6.8,34866,4,35888
2020,0.0,0.0,1.0,12.7,19310,4,19490
2019,0.0,0.0,1.0,7.6,97628,4,23990
2019,0.0,0.0,1.0,4.2,66193,4,34990
2022,0.0,1.0,0.0,4.8,15,4,26585
2005,0.0,0.0,1.0,0,236287,6,37990
2012,0.0,0.0,1.0,8.1,172240,4,10999
2015,0.0,0.0,1.0,7.9,117335,4,18990
2017,0.0,0.0,1.0,7.5,97000,4,31999
2015,0.0,0.0,1.0,8.4,68511,4,18990
2021,0.0,0.0,1.0,6.9,24399,4,37990
2015,0.0,0.0,1.0,8,97857,4,38990
2021,0.0,0.0,1.0,8,28515,6,129990
2015,0.0,0.0,1.0,6.3,45177,4,19990
2016,0.0,0.0,1.0,5.3,79737,4,13990
2020,0.0,0.0,1.0,10.9,46000,4,28999
2012,0.0,0.0,1.0,6.4,151200,4,10990
2021,0.0,0.0,1.0,,41789,,122990
2018,0.0,0.0,1.0,7.9,75612,4,24660
2022,1.0,0.0,0.0,6.1,5,4,71400
2015,0.0,0.0,1.0,5.2,114245,4,14990
2017,0.0,0.0,1.0,7.5,83739,4,25950
2018,0.0,0.0,1.0,7,67229,4,31987
2016,0.0,0.0,1.0,,73697,,42680
2013,0.0,0.0,1.0,9.9,240797,4,22997
2022,0.0,0.0,1.0,6.2,10452,4,29990
2016,0.0,0.0,1.0,10.4,86079,6,38888
2013,0.0,0.0,1.0,,106300,,14990
2019,0.0,0.0,1.0,10.8,57841,6,35950
2020,0.0,0.0,1.0,6.2,42860,4,22350
2018,0.0,0.0,1.0,7.1,29502,4,20990
2013,0.0,0.0,1.0,8.4,240430,4,12990
2014,0.0,0.0,1.0,7.3,153886,6,34990
2019,0.0,0.0,1.0,8.1,55865,4,25990
2020,0.0,0.0,1.0,7.4,47166,4,34950
2021,0.0,0.0,1.0,5.4,7375,4,19990
2019,0.0,0.0,1.0,8.3,81032,4,26880
2019,0.0,0.0,1.0,7.2,98974,4,34990
2019,0.0,0.0,1.0,4.2,65596,4,29229
2019,0.0,0.0,1.0,7.4,53474,4,22990
2020,0.0,0.0,1.0,7.2,50242,4,23990
2013,0.0,0.0,1.0,,98910,,30900
2020,0.0,0.0,1.0,7.9,100074,4,27990
2021,0.0,0.0,1.0,7.4,50779,4,25990
2018,0.0,0.0,1.0,8.4,67771,4,27980
2020,0.0,0.0,1.0,6.2,48496,4,23990
2020,0.0,0.0,1.0,6.2,58911,4,23990
2018,0.0,0.0,1.0,8.6,51295,4,29990
2019,0.0,0.0,1.0,14,42274,8,92990
2019,0.0,0.0,1.0,8.8,42039,4,46990
2018,0.0,0.0,1.0,7.6,90212,4,39990
2018,0.0,0.0,1.0,8.3,110050,5,36996
2020,0.0,0.0,1.0,7.3,17400,4,26990
2022,0.0,0.0,1.0,8,48843,4,51888
2019,0.0,0.0,1.0,6.8,91599,4,28490
2021,0.0,0.0,1.0,,59095,,67990
2020,0.0,0.0,1.0,10.2,27328,6,54850
2006,0.0,0.0,1.0,6.9,196415,4,4990
2021,0.0,0.0,1.0,10.7,25683,8,154990
2023,0.0,1.0,0.0,10.3,,6,97990
2021,0.0,0.0,1.0,7.3,1,4,34990
2011,0.0,0.0,1.0,8.7,194000,4,12990
2019,0.0,0.0,1.0,6.1,61500,4,23990
2019,0.0,0.0,1.0,7.1,44499,4,34890
2020,0.0,0.0,1.0,6.4,7511,4,30990
